rosbagTimestamp,layout,dim,data_offset,data
1726255239466855498,,[],0,"[2.74741530418396, 5.877101421356201, -98.14289855957031]"
1726255239501110926,,[],0,"[2.5758252143859863, 5.933343887329102, -98.16980743408203]"
1726255239538683437,,[],0,"[2.4894890785217285, 6.044625759124756, -98.28507995605469]"
1726255239565500530,,[],0,"[2.2190675735473633, 6.0439839363098145, -98.37635040283203]"
1726255239600901489,,[],0,"[2.0213730335235596, 5.89774227142334, -98.31392669677734]"
1726255239637687519,,[],0,"[1.7399400472640991, 5.338480472564697, -98.49878692626953]"
1726255239666608646,,[],0,"[1.4506398439407349, 4.579747200012207, -98.56037139892578]"
1726255239699715776,,[],0,"[1.5336662530899048, 4.379234313964844, -98.55372619628906]"
1726255239737637630,,[],0,"[1.3458929061889648, 3.769996166229248, -98.71527862548828]"
1726255239765442456,,[],0,"[1.3927210569381714, 3.2186391353607178, -98.79010009765625]"
1726255239800872451,,[],0,"[1.495742678642273, 2.667407751083374, -98.87967681884766]"
1726255239838947331,,[],0,"[1.7791621685028076, 1.9502499103546143, -98.91107177734375]"
1726255239868633923,,[],0,"[1.6091923713684082, 1.2008854150772095, -99.02510070800781]"
1726255239901137258,,[],0,"[1.7693976163864136, 1.011519193649292, -99.08531951904297]"
1726255239937065294,,[],0,"[1.414988398551941, 0.9962928891181946, -99.21260833740234]"
1726255239965820157,,[],0,"[0.9749935269355774, 1.0346709489822388, -99.22358703613281]"
1726255240000867559,,[],0,"[0.5937014222145081, 0.8662188649177551, -99.212646484375]"
1726255240041380919,,[],0,"[0.5448172092437744, 1.0572240352630615, -99.26888275146484]"
1726255240065892071,,[],0,"[0.5677688717842102, 1.0493191480636597, -99.29190063476562]"
1726255240102315262,,[],0,"[0.3430037200450897, 0.9865025281906128, -99.31761932373047]"
1726255240137749117,,[],0,"[0.16345125436782837, 1.0451997518539429, -99.37330627441406]"
1726255240165399310,,[],0,"[-0.01839996874332428, 0.7371987104415894, -99.32704162597656]"
1726255240199552209,,[],0,"[0.0018806456355378032, 0.6531727313995361, -99.3455810546875]"
1726255240240252550,,[],0,"[-0.3175196945667267, 0.689537763595581, -99.33194732666016]"
1726255240267235101,,[],0,"[-0.5537199974060059, 1.0035598278045654, -99.3748779296875]"
1726255240302451387,,[],0,"[-0.32344964146614075, 1.298172950744629, -99.36778259277344]"
1726255240338365260,,[],0,"[-0.6745760440826416, 1.7151062488555908, -99.30037689208984]"
1726255240366098351,,[],0,"[-0.611693263053894, 1.8509445190429688, -99.2083740234375]"
1726255240401940852,,[],0,"[-0.44168907403945923, 1.9061390161514282, -99.2072982788086]"
1726255240438450919,,[],0,"[-0.49853068590164185, 1.9511306285858154, -99.14031219482422]"
1726255240467285752,,[],0,"[-1.0316309928894043, 1.7581127882003784, -98.92879486083984]"
1726255240501130773,,[],0,"[-1.1127828359603882, 1.6761956214904785, -98.86087036132812]"
1726255240537889237,,[],0,"[-1.7782127857208252, 1.3613018989562988, -98.77027130126953]"
1726255240567508420,,[],0,"[-2.71993350982666, 1.0369112491607666, -98.53996276855469]"
1726255240601846226,,[],0,"[-3.0018889904022217, 1.0383456945419312, -98.54186248779297]"
1726255240638875389,,[],0,"[-3.6196863651275635, 1.3393237590789795, -98.34239196777344]"
1726255240669305805,,[],0,"[-4.138705253601074, 2.268536329269409, -98.11505126953125]"
1726255240701410668,,[],0,"[-4.1412553787231445, 2.7277679443359375, -98.11779022216797]"
1726255240738609181,,[],0,"[-3.8446857929229736, 3.6406471729278564, -97.9762191772461]"
1726255240764775984,,[],0,"[-3.139817237854004, 4.430002212524414, -97.72687530517578]"
1726255240799590165,,[],0,"[-2.7896478176116943, 4.684431552886963, -97.6175537109375]"
1726255240838701644,,[],0,"[-1.8432821035385132, 5.014807224273682, -97.3836441040039]"
1726255240865822528,,[],0,"[-0.9160126447677612, 5.301258087158203, -97.26949310302734]"
1726255240899781262,,[],0,"[-0.36585938930511475, 5.350996017456055, -97.17572784423828]"
1726255240937851164,,[],0,"[0.5459454655647278, 5.311648845672607, -97.01046752929688]"
1726255240967736474,,[],0,"[1.089849591255188, 5.105452537536621, -96.79421997070312]"
1726255241000498915,,[],0,"[1.1190862655639648, 5.06166410446167, -96.60739135742188]"
1726255241038906310,,[],0,"[1.695165753364563, 4.917768478393555, -96.43159484863281]"
1726255241066370243,,[],0,"[1.9150975942611694, 4.870471000671387, -96.22049713134766]"
1726255241100469310,,[],0,"[2.0195791721343994, 4.749300479888916, -96.08143615722656]"
1726255241137675140,,[],0,"[2.108841896057129, 4.41831636428833, -95.79554748535156]"
1726255241167357919,,[],0,"[2.3150699138641357, 4.015202522277832, -95.62413024902344]"
1726255241201377490,,[],0,"[2.454765558242798, 3.7883951663970947, -95.5975112915039]"
1726255241238098009,,[],0,"[2.5203168392181396, 3.384188413619995, -95.37531280517578]"
1726255241265223257,,[],0,"[2.566027879714966, 3.030463933944702, -95.12116241455078]"
1726255241300368110,,[],0,"[2.6657466888427734, 2.895843505859375, -95.06598663330078]"
1726255241338759618,,[],0,"[2.5757064819335938, 2.6841485500335693, -94.93538665771484]"
1726255241365755332,,[],0,"[2.154059648513794, 2.3989834785461426, -94.79695129394531]"
1726255241400908149,,[],0,"[2.3510401248931885, 2.312196731567383, -94.70817565917969]"
1726255241438531910,,[],0,"[2.2672364711761475, 2.074873924255371, -94.54722595214844]"
1726255241466970425,,[],0,"[1.9283887147903442, 2.003925085067749, -94.35047912597656]"
1726255241500135574,,[],0,"[1.9862370491027832, 2.0460667610168457, -94.23028564453125]"
1726255241538122399,,[],0,"[2.0166878700256348, 2.294748544692993, -94.14411926269531]"
1726255241564997614,,[],0,"[2.022841215133667, 2.224461317062378, -93.97608947753906]"
1726255241602843233,,[],0,"[2.1015331745147705, 2.279926300048828, -93.91101837158203]"
1726255241639221448,,[],0,"[1.9061229228973389, 2.331075668334961, -93.66770935058594]"
1726255241666078631,,[],0,"[1.936200737953186, 2.4773473739624023, -93.55132293701172]"
1726255241702598580,,[],0,"[2.102358102798462, 2.509611129760742, -93.55237579345703]"
1726255241739578265,,[],0,"[2.043303966522217, 2.5004687309265137, -93.44683074951172]"
1726255241764637919,,[],0,"[1.9305553436279297, 2.293475866317749, -93.51563262939453]"
1726255241800206070,,[],0,"[1.9068650007247925, 2.222968578338623, -93.5467529296875]"
1726255241837904848,,[],0,"[1.692180871963501, 2.197911262512207, -93.51850891113281]"
1726255241864475692,,[],0,"[1.2605140209197998, 2.2814271450042725, -93.48255920410156]"
1726255241900845367,,[],0,"[1.1490947008132935, 2.42560076713562, -93.4939193725586]"
1726255241937619658,,[],0,"[0.9865701198577881, 2.8051388263702393, -93.56654357910156]"
1726255241967922344,,[],0,"[0.8319780230522156, 3.491379499435425, -93.55862426757812]"
1726255242001972935,,[],0,"[0.9096659421920776, 3.885300397872925, -93.51342010498047]"
1726255242039892217,,[],0,"[0.8560354113578796, 4.5199713706970215, -93.58979797363281]"
1726255242069293516,,[],0,"[1.303396224975586, 5.357847213745117, -93.57693481445312]"
1726255242099379535,,[],0,"[1.373997449874878, 5.684873580932617, -93.6119613647461]"
1726255242138729280,,[],0,"[1.5228995084762573, 6.158440113067627, -93.63548278808594]"
1726255242168443830,,[],0,"[1.4956421852111816, 6.516566753387451, -93.65437316894531]"
1726255242201967817,,[],0,"[1.7054165601730347, 6.6272125244140625, -93.67737579345703]"
1726255242238786972,,[],0,"[1.6838281154632568, 6.768575191497803, -93.77679443359375]"
1726255242264993643,,[],0,"[1.8306970596313477, 6.88888692855835, -93.8229751586914]"
1726255242301817121,,[],0,"[1.717266321182251, 6.944622993469238, -93.88765716552734]"
1726255242339995272,,[],0,"[1.9039809703826904, 7.1618194580078125, -93.91786193847656]"
1726255242369357435,,[],0,"[1.9509150981903076, 7.191337585449219, -93.9885482788086]"
1726255242400472847,,[],0,"[2.0718233585357666, 7.230626106262207, -94.07276916503906]"
1726255242440836998,,[],0,"[2.0748167037963867, 7.367677211761475, -94.20376586914062]"
1726255242464857850,,[],0,"[2.3255350589752197, 7.664119720458984, -94.32011413574219]"
1726255242500962354,,[],0,"[2.0074028968811035, 7.721816062927246, -94.42286682128906]"
1726255242538438716,,[],0,"[2.258047342300415, 8.224510192871094, -94.56814575195312]"
1726255242568048600,,[],0,"[2.0623056888580322, 8.632977485656738, -94.64641571044922]"
1726255242601302207,,[],0,"[2.0558674335479736, 8.890759468078613, -94.67147827148438]"
1726255242638457933,,[],0,"[2.0688765048980713, 9.192893028259277, -94.79390716552734]"
1726255242668936607,,[],0,"[1.8261985778808594, 9.26097583770752, -94.90653228759766]"
1726255242701093636,,[],0,"[2.0503785610198975, 9.134766578674316, -95.01892852783203]"
1726255242739628313,,[],0,"[2.0759451389312744, 8.661563873291016, -95.177490234375]"
1726255242766039355,,[],0,"[2.235241651535034, 7.622193813323975, -95.33084106445312]"
1726255242800146447,,[],0,"[2.0881519317626953, 7.019576549530029, -95.39599609375]"
1726255242838363908,,[],0,"[2.1679306030273438, 5.930440425872803, -95.57051849365234]"
1726255242867090669,,[],0,"[2.138794183731079, 5.1887922286987305, -95.7824935913086]"
1726255242900003162,,[],0,"[2.1210145950317383, 4.853640079498291, -95.82014465332031]"
1726255242938503474,,[],0,"[1.878624439239502, 4.553534030914307, -96.0284194946289]"
1726255242964925881,,[],0,"[2.069060802459717, 4.640073776245117, -96.19622802734375]"
1726255243000004638,,[],0,"[1.6906144618988037, 4.560599327087402, -96.31998443603516]"
1726255243040043289,,[],0,"[1.734704852104187, 4.5923991203308105, -96.48412322998047]"
1726255243066878392,,[],0,"[1.3955776691436768, 4.39199686050415, -96.58750915527344]"
1726255243101129099,,[],0,"[1.0751343965530396, 4.291172504425049, -96.56102752685547]"
1726255243138949724,,[],0,"[0.8571636080741882, 4.179378986358643, -96.68161010742188]"
1726255243164564916,,[],0,"[0.627153217792511, 3.8364856243133545, -96.87109375]"
1726255243200608401,,[],0,"[0.46241244673728943, 3.6375691890716553, -96.93183898925781]"
1726255243238474718,,[],0,"[0.3426871597766876, 3.165269613265991, -96.96464538574219]"
1726255243264476010,,[],0,"[-0.07700395584106445, 2.6396007537841797, -97.02561950683594]"
1726255243301356505,,[],0,"[-0.25610044598579407, 2.408463716506958, -97.0104751586914]"
1726255243337193029,,[],0,"[-0.5823442935943604, 2.081855058670044, -97.040283203125]"
1726255243365202061,,[],0,"[-0.9229664206504822, 2.164315700531006, -97.12602233886719]"
1726255243400052499,,[],0,"[-0.9179236888885498, 2.3772213459014893, -97.19511413574219]"
1726255243439883679,,[],0,"[-1.046241044998169, 3.1711037158966064, -97.21524810791016]"
1726255243465320478,,[],0,"[-1.1526119709014893, 4.322606563568115, -97.35116577148438]"
1726255243499860458,,[],0,"[-0.9910000562667847, 5.040327548980713, -97.39201354980469]"
1726255243538969128,,[],0,"[-0.873253345489502, 5.704383373260498, -97.39970397949219]"
1726255243565719152,,[],0,"[-0.49809882044792175, 6.390059471130371, -97.43896484375]"
1726255243599977141,,[],0,"[-0.13686983287334442, 6.647457122802734, -97.38795471191406]"
1726255243639790553,,[],0,"[0.39652150869369507, 6.760738372802734, -97.55152893066406]"
1726255243664602570,,[],0,"[0.8563370704650879, 6.59547758102417, -97.597900390625]"
1726255243700988646,,[],0,"[1.351650595664978, 6.4636688232421875, -97.53988647460938]"
1726255243738582133,,[],0,"[1.5393298864364624, 5.948987007141113, -97.71070861816406]"
1726255243768510663,,[],0,"[2.0848257541656494, 5.660111427307129, -97.7772445678711]"
1726255243800686273,,[],0,"[1.9417225122451782, 5.461435794830322, -97.93165588378906]"
1726255243837644942,,[],0,"[2.1211254596710205, 5.247743129730225, -98.04737091064453]"
1726255243864926306,,[],0,"[2.3189022541046143, 5.158713340759277, -98.11441802978516]"
1726255243900045790,,[],0,"[2.3111205101013184, 5.199979782104492, -98.23098754882812]"
1726255243937110370,,[],0,"[2.4652304649353027, 5.170632839202881, -98.27592468261719]"
1726255243964859049,,[],0,"[2.444145679473877, 5.196048736572266, -98.40547180175781]"
1726255244000464975,,[],0,"[2.745861768722534, 5.2933759689331055, -98.45401000976562]"
1726255244037988591,,[],0,"[2.5779762268066406, 5.30445671081543, -98.57903289794922]"
1726255244065957259,,[],0,"[2.610487222671509, 5.131674766540527, -98.65428924560547]"
1726255244100189914,,[],0,"[2.4556825160980225, 4.955723285675049, -98.70711517333984]"
1726255244137774051,,[],0,"[2.1969168186187744, 4.580394744873047, -98.71656036376953]"
1726255244164782709,,[],0,"[1.9832066297531128, 4.212347507476807, -98.76907348632812]"
1726255244199996950,,[],0,"[1.8258789777755737, 4.1370954513549805, -98.76113891601562]"
1726255244239167712,,[],0,"[1.3429582118988037, 3.6363494396209717, -98.8505630493164]"
1726255244264732990,,[],0,"[1.0558106899261475, 3.245669364929199, -98.8675537109375]"
1726255244300784347,,[],0,"[0.6971622109413147, 2.938056230545044, -98.86043548583984]"
1726255244337970890,,[],0,"[0.5936805009841919, 2.2511584758758545, -98.84043884277344]"
1726255244367551079,,[],0,"[0.09640724211931229, 1.8213979005813599, -98.851806640625]"
1726255244401308912,,[],0,"[0.01850154809653759, 1.6632450819015503, -98.87104034423828]"
1726255244439293905,,[],0,"[-0.07920069992542267, 1.7308859825134277, -98.8650131225586]"
1726255244466460384,,[],0,"[-0.023460110649466515, 2.016230821609497, -98.95716857910156]"
1726255244501067009,,[],0,"[-0.06897038221359253, 2.2799625396728516, -98.99764251708984]"
1726255244536749663,,[],0,"[0.042282987385988235, 2.6903417110443115, -98.99076080322266]"
1726255244566781083,,[],0,"[0.5969312787055969, 3.317225694656372, -99.00602722167969]"
1726255244603532550,,[],0,"[0.4850926697254181, 3.483564615249634, -99.03966522216797]"
1726255244639333569,,[],0,"[0.7079422473907471, 3.8804914951324463, -99.05598449707031]"
1726255244666918219,,[],0,"[1.204901933670044, 4.076114177703857, -99.14351654052734]"
1726255244700466654,,[],0,"[1.3807133436203003, 4.02899169921875, -99.13690185546875]"
1726255244738497337,,[],0,"[1.8972567319869995, 3.908463954925537, -99.21208190917969]"
1726255244765569747,,[],0,"[1.990207552909851, 3.7530951499938965, -99.3312759399414]"
1726255244802271332,,[],0,"[1.8124768733978271, 3.563866138458252, -99.37218475341797]"
1726255244838900792,,[],0,"[2.168956995010376, 3.5944764614105225, -99.42594909667969]"
1726255244868561132,,[],0,"[2.21706485748291, 3.5605835914611816, -99.56474304199219]"
1726255244901801950,,[],0,"[1.8029510974884033, 3.3614325523376465, -99.58846282958984]"
1726255244937470464,,[],0,"[1.8699331283569336, 3.301391839981079, -99.68309020996094]"
1726255244967655428,,[],0,"[1.5127997398376465, 3.1391825675964355, -99.70803833007812]"
1726255245002601232,,[],0,"[1.43813955783844, 3.1323347091674805, -99.67121124267578]"
1726255245037279477,,[],0,"[1.1423964500427246, 3.1965906620025635, -99.84315490722656]"
1726255245067377974,,[],0,"[0.9149290919303894, 3.275022506713867, -99.86502075195312]"
1726255245101620922,,[],0,"[0.7411969304084778, 3.2928848266601562, -99.84979248046875]"
1726255245138719988,,[],0,"[0.550991415977478, 3.1392765045166016, -99.84246063232422]"
1726255245165898088,,[],0,"[0.676410436630249, 3.0828676223754883, -99.90218353271484]"
1726255245202030697,,[],0,"[0.4285016357898712, 3.0204315185546875, -99.83274841308594]"
1726255245242115171,,[],0,"[0.40022897720336914, 3.160598039627075, -99.90165710449219]"
1726255245264643721,,[],0,"[0.31433796882629395, 3.1356871128082275, -99.82340240478516]"
1726255245299867429,,[],0,"[0.41376960277557373, 3.1948156356811523, -99.84266662597656]"
1726255245340383812,,[],0,"[0.5120775103569031, 3.25795578956604, -99.77033233642578]"
1726255245365762242,,[],0,"[0.5947983860969543, 3.387882709503174, -99.83258819580078]"
1726255245402327642,,[],0,"[0.5208480954170227, 3.463801622390747, -99.86858367919922]"
1726255245442168925,,[],0,"[0.6674677729606628, 3.6423325538635254, -99.84337615966797]"
1726255245465932472,,[],0,"[0.9795243144035339, 3.732147216796875, -99.8127670288086]"
1726255245499918416,,[],0,"[1.1186877489089966, 3.7307159900665283, -99.8702621459961]"
1726255245538313783,,[],0,"[1.3739814758300781, 3.730018377304077, -99.89070892333984]"
1726255245565146521,,[],0,"[1.512748122215271, 3.7755582332611084, -99.91232299804688]"
1726255245600313837,,[],0,"[1.917675495147705, 3.8353915214538574, -99.91046905517578]"
1726255245639136673,,[],0,"[2.093766212463379, 3.8183035850524902, -99.9439468383789]"
1726255245666308448,,[],0,"[2.3994646072387695, 3.75032639503479, -100.04481506347656]"
1726255245700811029,,[],0,"[2.2556850910186768, 3.646758556365967, -100.04537200927734]"
1726255245738414222,,[],0,"[2.591489791870117, 3.6085140705108643, -100.03353881835938]"
1726255245764765602,,[],0,"[2.461686134338379, 3.445866584777832, -100.10859680175781]"
1726255245799191371,,[],0,"[2.4974441528320312, 3.4348225593566895, -100.1125259399414]"
1726255245837905520,,[],0,"[2.397061347961426, 3.3424465656280518, -100.14647674560547]"
1726255245866937459,,[],0,"[2.1564438343048096, 3.300082206726074, -100.19619750976562]"
1726255245900681401,,[],0,"[2.0178117752075195, 3.270364999771118, -100.11865234375]"
1726255245938352043,,[],0,"[1.8291391134262085, 3.2295570373535156, -100.13337707519531]"
1726255245966427962,,[],0,"[1.3806344270706177, 3.190431594848633, -100.22952270507812]"
1726255246001378852,,[],0,"[1.3355093002319336, 3.26774525642395, -100.18506622314453]"
1726255246039641313,,[],0,"[1.2429674863815308, 3.356189250946045, -100.21681213378906]"
1726255246065293672,,[],0,"[1.1627596616744995, 3.3475611209869385, -100.25799560546875]"
1726255246099584380,,[],0,"[1.2522732019424438, 3.3229544162750244, -100.23989868164062]"
1726255246138402400,,[],0,"[1.4167585372924805, 3.160496234893799, -100.2296371459961]"
1726255246166991289,,[],0,"[1.482252597808838, 3.0368287563323975, -100.23141479492188]"
1726255246201720025,,[],0,"[1.7307072877883911, 3.1658387184143066, -100.32203674316406]"
1726255246238608969,,[],0,"[1.7332361936569214, 2.9663901329040527, -100.27635192871094]"
1726255246264876745,,[],0,"[1.8613111972808838, 2.7717132568359375, -100.31405639648438]"
1726255246301151699,,[],0,"[1.6535491943359375, 2.6564793586730957, -100.32713317871094]"
1726255246338077497,,[],0,"[1.9357632398605347, 2.525202512741089, -100.37869262695312]"
1726255246366795930,,[],0,"[1.8418856859207153, 2.458630084991455, -100.4103775024414]"
1726255246402015983,,[],0,"[1.7598581314086914, 2.4094808101654053, -100.41812133789062]"
1726255246438836775,,[],0,"[1.6158312559127808, 2.2985305786132812, -100.41954803466797]"
1726255246465382886,,[],0,"[1.4549667835235596, 2.1455399990081787, -100.46935272216797]"
1726255246500169000,,[],0,"[1.4902582168579102, 2.154716968536377, -100.43871307373047]"
1726255246537734058,,[],0,"[1.2589231729507446, 2.057358503341675, -100.53352355957031]"
1726255246566798448,,[],0,"[1.1098555326461792, 2.123317241668701, -100.57807922363281]"
1726255246600870858,,[],0,"[1.299190640449524, 2.2330119609832764, -100.5491714477539]"
1726255246638400668,,[],0,"[1.1416767835617065, 2.4975836277008057, -100.6152572631836]"
1726255246664665786,,[],0,"[0.6838589906692505, 2.4656310081481934, -100.61083984375]"
1726255246700844249,,[],0,"[0.672794759273529, 2.4962058067321777, -100.63969421386719]"
1726255246739834599,,[],0,"[0.5500395894050598, 2.393662214279175, -100.60049438476562]"
1726255246767642052,,[],0,"[0.4179641008377075, 2.607231616973877, -100.6162109375]"
1726255246799826953,,[],0,"[0.33781614899635315, 2.697847366333008, -100.61042022705078]"
1726255246837339125,,[],0,"[0.21942056715488434, 2.8428456783294678, -100.69123840332031]"
1726255246865478915,,[],0,"[0.16623017191886902, 2.9250266551971436, -100.61200714111328]"
1726255246900180985,,[],0,"[0.05402565002441406, 2.962183952331543, -100.6535873413086]"
1726255246938884197,,[],0,"[-0.1534312665462494, 3.2162020206451416, -100.61332702636719]"
1726255246965202719,,[],0,"[-0.19292689859867096, 3.532572031021118, -100.65547943115234]"
1726255247000380160,,[],0,"[0.03162257373332977, 3.7285959720611572, -100.63185119628906]"
1726255247038620741,,[],0,"[-0.14880914986133575, 3.9120869636535645, -100.69490051269531]"
1726255247067263025,,[],0,"[0.04842120036482811, 3.978823661804199, -100.683837890625]"
1726255247101396968,,[],0,"[0.5006905794143677, 4.0092573165893555, -100.66392517089844]"
1726255247138165164,,[],0,"[0.7485696077346802, 3.8226699829101562, -100.66799926757812]"
1726255247164901789,,[],0,"[0.5257360339164734, 3.653503656387329, -100.67269897460938]"
1726255247200800408,,[],0,"[0.8061951398849487, 3.6755025386810303, -100.71289825439453]"
1726255247240101653,,[],0,"[0.6809397339820862, 3.679715633392334, -100.64578247070312]"
1726255247270638817,,[],0,"[0.7952320575714111, 3.762564182281494, -100.60572052001953]"
1726255247299778595,,[],0,"[0.9684927463531494, 3.850416660308838, -100.68711853027344]"
1726255247337717471,,[],0,"[1.1257351636886597, 3.9933598041534424, -100.67720031738281]"
1726255247367017607,,[],0,"[1.2847896814346313, 4.285048961639404, -100.57771301269531]"
1726255247400323850,,[],0,"[1.3532507419586182, 4.358745098114014, -100.59481811523438]"
1726255247438296879,,[],0,"[1.460518479347229, 4.58236837387085, -100.60196685791016]"
1726255247467224158,,[],0,"[1.613375186920166, 4.4634809494018555, -100.56246948242188]"
1726255247501367537,,[],0,"[1.418261170387268, 4.347665786743164, -100.54853820800781]"
1726255247540327278,,[],0,"[1.7917004823684692, 4.2854084968566895, -100.56365966796875]"
1726255247565955625,,[],0,"[1.8521090745925903, 4.222196102142334, -100.58804321289062]"
1726255247600436287,,[],0,"[1.6655371189117432, 4.13482141494751, -100.55455017089844]"
1726255247637808271,,[],0,"[1.559363842010498, 3.972177505493164, -100.55751037597656]"
1726255247666645020,,[],0,"[1.3975759744644165, 3.751262664794922, -100.51302337646484]"
1726255247699792495,,[],0,"[1.3172087669372559, 3.639317035675049, -100.52597045898438]"
1726255247739173338,,[],0,"[0.9011234045028687, 3.440566062927246, -100.4879379272461]"
1726255247767629219,,[],0,"[0.653413712978363, 3.367201089859009, -100.49087524414062]"
1726255247800221474,,[],0,"[0.5823500156402588, 3.3870317935943604, -100.44105529785156]"
1726255247838609919,,[],0,"[0.6313776969909668, 3.3461506366729736, -100.41004180908203]"
1726255247865484938,,[],0,"[0.6848537921905518, 3.2722506523132324, -100.40144348144531]"
1726255247901009860,,[],0,"[0.547817051410675, 3.1819655895233154, -100.41864776611328]"
1726255247938049557,,[],0,"[0.6927655339241028, 3.0290255546569824, -100.38844299316406]"
1726255247968277939,,[],0,"[0.9251675009727478, 3.046546220779419, -100.32598876953125]"
1726255248000988534,,[],0,"[1.128048062324524, 3.0223793983459473, -100.33369445800781]"
1726255248038019713,,[],0,"[1.3323538303375244, 3.130791664123535, -100.35997772216797]"
1726255248066541373,,[],0,"[1.4045562744140625, 3.1087806224823, -100.29598236083984]"
1726255248100804650,,[],0,"[1.657134771347046, 3.1744091510772705, -100.35309600830078]"
1726255248137266485,,[],0,"[1.8516974449157715, 3.2000038623809814, -100.32085418701172]"
