rosbagTimestamp,data
1726255238722610945,5.569591045379639
1726255238743927842,-11.876387596130371
1726255238755696051,-3.8961527347564697
1726255238774267127,-21.362483978271484
1726255238789880104,-41.822532653808594
1726255238809370336,1.0516490936279297
1726255238830010776,-30.46308708190918
1726255238852561389,-54.06980514526367
1726255238873315979,-24.241092681884766
1726255238890184950,-36.23105239868164
1726255238903643467,-83.45281982421875
1726255238915018097,-91.42406463623047
1726255238923030583,-130.53318786621094
1726255238943994016,-202.4989013671875
1726255238955356317,-339.2334289550781
1726255238976799563,-445.0626525878906
1726255238990226986,-408.30511474609375
1726255239009872916,-559.6688232421875
1726255239031874568,-625.5785522460938
1726255239055515483,-687.7156982421875
1726255239072898136,-784.4985961914062
1726255239095793257,-808.0725708007812
1726255239117007623,-804.8762817382812
1726255239126285932,-800.6064453125
1726255239132160491,-854.0821533203125
1726255239143680447,-929.1369018554688
1726255239156695853,-955.4199829101562
1726255239178922840,-936.2026977539062
1726255239191648052,-783.6244506835938
1726255239214586040,-753.4536743164062
1726255239224243567,150.69187927246094
1726255239243996271,-520.9920043945312
1726255239257480168,-499.27508544921875
1726255239291635305,-248.82980346679688
1726255239315574450,109.3461685180664
1726255239335863937,-433.3271789550781
1726255239355578102,-125.36238098144531
1726255239377575915,-518.35693359375
1726255239391858131,-115.09986114501953
1726255239401604295,-193.58297729492188
1726255239412932877,-350.01580810546875
1726255239420152812,-341.8777160644531
1726255239426726260,-1083.5635986328125
1726255239447151010,-488.8414306640625
1726255239460289191,-500.86346435546875
1726255239482839600,-685.4974975585938
1726255239494122255,-819.1526489257812
1726255239514525813,-760.8291015625
1726255239536358937,-717.2088012695312
1726255239562694142,-672.8211059570312
1726255239579441351,-621.6301879882812
1726255239603576766,-580.4329223632812
1726255239619871702,-510.1670837402344
1726255239634032963,-449.36346435546875
1726255239640891049,-431.3033142089844
1726255239647912993,-392.5734558105469
1726255239660184796,-335.44183349609375
1726255239680774998,-347.056640625
1726255239694427424,-280.6864318847656
1726255239715146391,-268.14996337890625
1726255239730146195,-225.53416442871094
1726255239748819353,-227.47824096679688
1726255239763735406,-194.17141723632812
1726255239784256782,-90.77880096435547
1726255239797869952,-88.39214324951172
1726255239830021481,-92.27290344238281
1726255239853542724,-92.68692016601562
1726255239875704159,-78.2892837524414
1726255239895575716,-89.76233673095703
1726255239906358126,-172.7458038330078
1726255239915650868,-203.3473663330078
1726255239922456490,-260.46453857421875
1726255239929923502,-308.0423889160156
1726255239952253587,-369.9731750488281
1726255239963366959,-358.28875732421875
1726255239984579958,-376.3552551269531
1726255239996511793,-413.8728942871094
1726255240017005769,-432.3482666015625
1726255240038827366,-418.1600646972656
1726255240068755844,-389.4942321777344
1726255240085738878,-427.46575927734375
1726255240102397741,-411.3800964355469
1726255240127924454,-353.249755859375
1726255240136261413,-329.638427734375
1726255240143665126,-333.3460998535156
1726255240152451649,-369.5770568847656
1726255240164846027,-314.9439392089844
1726255240185964782,-361.5963439941406
1726255240198756571,-390.47808837890625
1726255240229627396,-398.9961853027344
1726255240253149358,-429.9512939453125
1726255240273602201,-417.41839599609375
1726255240298783375,-488.6114196777344
1726255240317491944,-492.6631164550781
1726255240328078247,-492.48944091796875
1726255240336744872,-481.303955078125
1726255240346564423,-527.4891967773438
1726255240354308956,-515.7066650390625
1726255240366730660,-467.9809265136719
1726255240387430145,-467.4085388183594
1726255240410119890,-442.5326232910156
1726255240435877668,-416.16546630859375
1726255240455189540,-417.51092529296875
1726255240472634802,-345.54736328125
