time,Vx,Vy,Z,heading
0.0,1.0,0.7852683286227969,0.5,0.0
0.010025062656641603,1.0,0.7848789015644941,0.5,0.0
0.020050125313283207,1.0,0.7837110066357347,0.5,0.0
0.03007518796992481,1.0,0.7817658021918727,0.5,0.0
0.040100250626566414,1.0,0.7790452175485745,0.5,0.0
0.05012531328320802,1.0,0.7755519510682618,0.5,0.0
0.06015037593984962,1.0,0.7712894674837902,0.5,0.0
0.07017543859649122,1.0,0.7662619944620177,0.5,0.0
0.08020050125313283,1.0,0.7604745184106663,0.5,0.0
0.09022556390977443,1.0,0.7539327795326498,0.5,0.0
0.10025062656641603,1.0,0.7466432661327551,0.5,0.0
0.11027568922305764,1.0,0.7386132081823327,0.5,0.0
0.12030075187969924,1.0,0.7298505701483853,0.5,0.0
0.13032581453634084,1.0,0.7203640430941531,0.5,0.0
0.14035087719298245,1.0,0.7101630360590452,0.5,0.0
0.15037593984962405,1.0,0.6992576667264458,0.5,0.0
0.16040100250626566,1.0,0.6876587513886809,0.5,0.0
0.17042606516290726,1.0,0.6753777942190782,0.5,0.0
0.18045112781954886,1.0,0.6624269758617558,0.5,0.0
0.19047619047619047,1.0,0.6488191413504705,0.5,0.0
0.20050125313283207,1.0,0.6345677873685096,0.5,0.0
0.21052631578947367,1.0,0.6196870488622492,0.5,0.0
0.22055137844611528,1.0,0.6041916850216635,0.5,0.0
0.23057644110275688,1.0,0.5880970646416994,0.5,0.0
0.24060150375939848,1.0,0.5714191508789952,0.5,0.0
0.2506265664160401,1.0,0.5541744854191322,0.5,0.0
0.2606516290726817,1.0,0.5363801720700678,0.5,0.0
0.2706766917293233,1.0,0.5180538597980178,0.5,0.0
0.2807017543859649,1.0,0.4992137252226616,0.5,0.0
0.2907268170426065,1.0,0.47987845458898803,0.5,0.0
0.3007518796992481,1.0,0.4600672252336846,0.5,0.0
0.3107769423558897,1.0,0.4397996865644451,0.5,0.0
0.3208020050125313,1.0,0.4190959405710668,0.5,0.0
0.3308270676691729,1.0,0.39797652188764054,0.5,0.0
0.3408521303258145,1.0,0.37646237742566413,0.5,0.0
0.3508771929824561,1.0,0.35457484559823094,0.5,0.0
0.3609022556390977,1.0,0.33233563515588926,0.5,0.0
0.37092731829573933,1.0,0.3097668036552399,0.5,0.0
0.38095238095238093,1.0,0.2868907355815402,0.5,0.0
0.39097744360902253,1.0,0.2637301201470468,0.5,0.0
0.40100250626566414,1.0,0.24030792878714635,0.5,0.0
0.41102756892230574,1.0,0.21664739237655972,0.5,0.0
0.42105263157894735,1.0,0.19277197818820824,0.5,0.0
0.43107769423558895,1.0,0.1687053666176297,0.5,0.0
0.44110275689223055,1.0,0.14447142769601307,0.5,0.0
0.45112781954887216,1.0,0.12009419741513483,0.5,0.0
0.46115288220551376,1.0,0.09559785388770514,0.5,0.0
0.47117794486215536,1.0,0.07100669336673882,0.5,0.0
0.48120300751879697,1.0,0.04634510614776133,0.5,0.0
0.49122807017543857,1.0,0.02163755237774545,0.5,0.0
0.5012531328320802,1.0,-0.003091462205253137,0.5,0.0
0.5112781954887218,1.0,-0.027817410577661406,0.5,0.0
0.5213032581453634,1.0,-0.05251576875707009,0.5,0.0
0.531328320802005,1.0,-0.07716204012590921,0.5,0.0
0.5413533834586466,1.0,-0.10173177972795244,0.5,0.0
0.5513784461152882,1.0,-0.12620061851361797,0.5,0.0
0.5614035087719298,1.0,-0.15054428750997495,0.5,0.0
0.5714285714285714,1.0,-0.1747386418914587,0.5,0.0
0.581453634085213,1.0,-0.1987596849275004,0.5,0.0
0.5914786967418546,1.0,-0.22258359178323595,0.5,0.0
0.6015037593984962,1.0,-0.2461867331497345,0.5,0.0
0.6115288220551378,1.0,-0.2695456986803073,0.5,0.0
0.6215538847117794,1.0,-0.2926373202096286,0.5,0.0
0.631578947368421,1.0,-0.31543869473266284,0.5,0.0
0.6416040100250626,1.0,-0.3379272071205808,0.5,0.0
0.6516290726817042,1.0,-0.360080552551187,0.5,0.0
0.6616541353383458,1.0,-0.3818767586315328,0.5,0.0
0.6716791979949874,1.0,-0.40329420719084297,0.5,0.0
0.681704260651629,1.0,-0.42431165572210716,0.5,0.0
0.6917293233082706,1.0,-0.4449082584510684,0.5,0.0
0.7017543859649122,1.0,-0.46506358701173056,0.5,0.0
0.7117794486215538,1.0,-0.48475765070785215,0.5,0.0
0.7218045112781954,1.0,-0.5039709163403714,0.5,0.0
0.731829573934837,1.0,-0.5226843275810431,0.5,0.0
0.7418546365914787,1.0,-0.5408793238731171,0.5,0.0
0.7518796992481203,1.0,-0.558537858840273,0.5,0.0
0.7619047619047619,1.0,-0.5756424181856179,0.5,0.0
0.7719298245614035,1.0,-0.5921760370629068,0.5,0.0
0.7819548872180451,1.0,-0.6081223169028105,0.5,0.0
0.7919799498746867,1.0,-0.6234654416775545,0.5,0.0
0.8020050125313283,1.0,-0.6381901935877403,0.5,0.0
0.8120300751879699,1.0,-0.6522819681558749,0.5,0.0
0.8220551378446115,1.0,-0.6657267887115168,0.5,0.0
0.8320802005012531,1.0,-0.678511320253806,0.5,0.0
0.8421052631578947,1.0,-0.6906228826775402,0.5,0.0
0.8521303258145363,1.0,-0.7020494633497014,0.5,0.0
0.8621553884711779,1.0,-0.7127797290239686,0.5,0.0
0.8721804511278195,1.0,-0.7228030370813965,0.5,0.0
0.8822055137844611,1.0,-0.7321094460861026,0.5,0.0
0.8922305764411027,1.0,-0.7406897256454803,0.5,0.0
0.9022556390977443,1.0,-0.7485353655652398,0.5,0.0
