rosbagTimestamp,data
1742424831445453856,-35.67232894897461
1742424831509605922,-50.70427322387695
1742424831578288590,-65.3595199584961
1742424831636941013,-52.169132232666016
1742424831701387552,71.78860473632812
1742424831769567556,234.66464233398438
1742424831839542805,410.4009704589844
1742424831902060395,556.5603637695312
1742424831972514676,576.515625
1742424832041231452,442.27178955078125
1742424832095285527,257.42645263671875
1742424832173331397,80.22586059570312
1742424832239010775,-99.22386932373047
1742424832313901322,-245.0791015625
1742424832373596024,-363.1352233886719
1742424832438294225,-465.78106689453125
1742424832508321066,-460.1364440917969
1742424832571512276,-396.3358154296875
1742424832641562787,-354.0438537597656
1742424832704493153,-288.9244384765625
1742424832771496885,-208.6722412109375
1742424832841272221,-151.04176330566406
1742424832905361658,-94.136962890625
1742424832971877725,-28.786924362182617
1742424833025083115,-20.85027313232422
1742424833093005384,-61.23301696777344
1742424833166178612,-128.93740844726562
1742424833227209197,-184.0801544189453
1742424833306333491,-209.5782928466797
1742424833375574921,-254.07156372070312
1742424833425390783,-301.373779296875
1742424833487526669,-357.7066955566406
1742424833570875914,-358.44830322265625
1742424833623007034,-326.0416564941406
1742424833687210644,-285.3640441894531
1742424833754871573,-263.9062805175781
1742424833821058939,-219.20130920410156
1742424833902520871,-174.484375
1742424833952782998,-151.89308166503906
1742424834039855099,-137.76754760742188
1742424834092968395,-118.58660125732422
1742424834158048677,-100.57593536376953
1742424834220884534,-133.90957641601562
1742424834290446322,-183.42263793945312
1742424834360453051,-244.37452697753906
1742424834420253282,-288.0187683105469
1742424834487109071,-297.253662109375
1742424834565017999,-255.66392517089844
1742424834620126319,-201.1581573486328
1742424834692682035,-160.17724609375
1742424834760656073,-153.73358154296875
1742424834824772379,-132.427734375
1742424834892975662,-126.29363250732422
1742424834979577148,-136.6131591796875
1742424835024258051,-200.47247314453125
1742424835103992307,-253.157470703125
1742424835180604106,-312.23248291015625
1742424835246323055,-349.58673095703125
1742424835306530666,-368.01007080078125
1742424835379078955,-475.2626037597656
1742424835441099575,-644.42724609375
1742424835507246440,-817.9973754882812
1742424835586213164,-886.660400390625
1742424835645212163,-850.7178955078125
1742424835707742895,-727.788330078125
1742424835785263706,-508.2835998535156
1742424835842283921,-272.1748962402344
1742424835908346840,-79.90583801269531
1742424835969245867,52.10627746582031
1742424836041585661,157.95265197753906
1742424836111994752,210.24630737304688
1742424836177077329,245.80039978027344
1742424836242556213,236.44119262695312
1742424836310044998,207.19903564453125
1742424836373844817,190.3826141357422
1742424836440548318,150.06649780273438
1742424836512000059,150.4839324951172
1742424836584525426,180.83384704589844
1742424836644354094,195.1576690673828
1742424836706640735,227.82138061523438
1742424836777684812,223.09400939941406
1742424836840433355,219.60525512695312
1742424836910210747,162.57632446289062
1742424836976798461,146.31661987304688
1742424837042359635,147.8197784423828
1742424837110054126,173.23643493652344
1742424837181598638,190.68634033203125
1742424837234010728,196.014404296875
1742424837291102563,185.05409240722656
1742424837382540379,166.69049072265625
1742424837443634729,106.38469696044922
1742424837494176750,86.9291000366211
1742424837554766994,79.33057403564453
1742424837621018136,85.64629364013672
1742424837689220824,75.49198913574219
1742424837779545831,81.20349884033203
1742424837841948859,150.0822296142578
1742424837906350003,156.4400177001953
1742424837979292399,126.73600769042969
1742424838042768249,109.32962036132812
1742424838108505442,61.631866455078125
1742424838176202411,24.840335845947266
1742424838242499637,28.408231735229492
1742424838309587624,35.524295806884766
1742424838388056205,48.08336639404297
1742424838447895730,36.119590759277344
1742424838509459938,23.564123153686523
1742424838573532286,9.532849311828613
1742424838648282277,10.543374061584473
1742424838713737243,63.96226119995117
1742424838775021018,98.46044921875
1742424838846161851,125.76914978027344
1742424838911899612,116.38667297363281
1742424838981168189,64.74412536621094
1742424839044650345,48.76323318481445
1742424839109337727,47.02027893066406
1742424839174461429,70.40681457519531
1742424839244337016,90.69754791259766
1742424839312249940,154.511962890625
1742424839376750007,165.9513397216797
1742424839425754639,193.61705017089844
1742424839511243225,202.54928588867188
1742424839579069809,184.439208984375
1742424839652036031,163.18824768066406
1742424839693531270,153.13705444335938
1742424839776169624,82.263427734375
1742424839851318530,20.009462356567383
1742424839906119996,32.55990982055664
1742424839959265400,29.14781951904297
1742424840024961948,41.893646240234375
1742424840111484771,69.86465454101562
1742424840175021145,112.3491439819336
1742424840245021297,120.01715087890625
1742424840313370856,95.96500396728516
1742424840361697400,89.47308349609375
1742424840424120521,60.994140625
1742424840491248669,57.259342193603516
1742424840576817721,49.887840270996094
1742424840648499074,15.84698486328125
1742424840701123801,-14.675329208374023
1742424840778310424,-42.37401580810547
1742424840850030929,-35.967769622802734
1742424840910359384,-42.006961822509766
1742424840974680862,-34.67950439453125
1742424841042356506,-20.829729080200195
1742424841113434113,10.639220237731934
1742424841178769344,28.1268253326416
1742424841248883273,67.31105041503906
1742424841313601404,90.23328399658203
1742424841361858404,62.48274612426758
1742424841427851498,6.4780964851379395
1742424841514624830,5.210702896118164
1742424841582993713,-11.22718334197998
1742424841652528615,-14.342522621154785
1742424841714675398,9.640506744384766
1742424841778067965,41.13514709472656
1742424841907191820,26.938560485839844
1742424841934868907,4.875546932220459
1742424841981051671,-1.6193498373031616
1742424842047260999,-2.0511765480041504
