rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1749504108664207482,,171705,,1749161676,643163409,"""/vicon/world""",,,-0.5385541265223547,0.021029306471927064,1.7407193365472813,,0.06608011451703805,0.03105938305178585,-0.2128657717475631,0.9743494734478857
1749504108664233587,,171693,,1749161676,643163409,"""/vicon/world""",,,-0.5385541265223547,0.021029306471927064,1.7407193365472813,,0.06608011451703805,0.03105938305178585,-0.2128657717475631,0.9743494734478857
1749504108702081757,,171694,,1749161676,662944498,"""/vicon/world""",,,-0.5407398796132021,0.017742414382393174,1.742716997466531,,0.07042226522802796,0.03009808631137742,-0.2262647527682028,0.9710504989006956
1749504108702123974,,171706,,1749161676,662944498,"""/vicon/world""",,,-0.5407398796132021,0.017742414382393174,1.742716997466531,,0.07042226522802796,0.03009808631137742,-0.2262647527682028,0.9710504989006956
1749504108723070548,,171707,,1749161676,672146956,"""/vicon/world""",,,-0.5416623638511441,0.016548729653014255,1.7432936236624015,,0.07227907648658441,0.030147322990348207,-0.23084872567266773,0.9698328412020638
1749504108723130583,,171695,,1749161676,672146956,"""/vicon/world""",,,-0.5416623638511441,0.016548729653014255,1.7432936236624015,,0.07227907648658441,0.030147322990348207,-0.23084872567266773,0.9698328412020638
1749504108742848350,,171708,,1749161676,682573171,"""/vicon/world""",,,-0.5440841126225248,0.013048712520697062,1.7441497233719108,,0.0753984948376407,0.03020446656020387,-0.24048141446296045,0.9672494230930953
1749504108742883760,,171696,,1749161676,682573171,"""/vicon/world""",,,-0.5440841126225248,0.013048712520697062,1.7441497233719108,,0.0753984948376407,0.03020446656020387,-0.24048141446296045,0.9672494230930953
1749504108777451122,,171709,,1749161676,699421769,"""/vicon/world""",,,-0.5459739184468414,0.009769665968744781,1.7448648458163096,,0.07957932391208898,0.02890281494829186,-0.2509268610449537,0.9642963594766322
1749504108777520843,,171697,,1749161676,699421769,"""/vicon/world""",,,-0.5459739184468414,0.009769665968744781,1.7448648458163096,,0.07957932391208898,0.02890281494829186,-0.2509268610449537,0.9642963594766322
1749504108824191307,,171710,,1749161676,723596475,"""/vicon/world""",,,-0.5460365358914001,0.007944284914369649,1.7451192032900613,,-0.08173782533253986,-0.026569336146628115,0.25612490419316214,-0.9628151596950882
1749504108824263939,,171698,,1749161676,723596475,"""/vicon/world""",,,-0.5460365358914001,0.007944284914369649,1.7451192032900613,,-0.08173782533253986,-0.026569336146628115,0.25612490419316214,-0.9628151596950882
1749504108841763238,,171711,,1749161676,731426696,"""/vicon/world""",,,-0.5450381474742573,0.0043536267482728284,1.7457852047408753,,-0.0861151518358072,-0.020815143420091116,0.27055160448792703,-0.958620227064767
