rosbagTimestamp,data
1749516171169333448,-642.128173828125
1749516171230393189,-701.505126953125
1749516171298291333,-454.5746154785156
1749516171371274979,-213.6758575439453
1749516171428701474,-280.1370544433594
1749516171503768826,-407.7854309082031
1749516171568993910,-554.3710327148438
1749516171634530759,-596.4517211914062
1749516171706061115,-605.475341796875
1749516171771444130,-603.7144775390625
1749516171840711541,-342.90277099609375
1749516171902693678,-709.5512084960938
1749516171971876372,-668.21337890625
1749516172036125126,-581.469970703125
1749516172108431312,-711.4149169921875
1749516172160062895,-688.4197387695312
1749516172235715467,-705.6221923828125
1749516172301949215,-873.3858032226562
1749516172367127886,-550.591552734375
1749516172433641360,-313.656982421875
1749516172497938418,-436.2982482910156
1749516172566563193,-524.3652954101562
1749516172633588736,-561.6175537109375
1749516172692176580,-699.5850219726562
1749516172769028963,-716.2593994140625
1749516172836281873,-746.95361328125
1749516172899906107,-778.3120727539062
1749516172967457774,-778.623046875
1749516173032895119,-842.355224609375
1749516173095638870,-833.0524291992188
1749516173167987962,-602.946044921875
1749516173233259858,-636.677001953125
1749516173302275658,-658.2604370117188
1749516173367102210,-439.65093994140625
1749516173432997285,-500.73907470703125
1749516173504054546,-603.8392944335938
1749516173569280629,-493.3299865722656
1749516173635201387,-502.74322509765625
1749516173700406876,-456.32696533203125
1749516173768144413,-462.2005615234375
1749516173835052028,-554.8971557617188
1749516173902149972,-644.0032958984375
1749516173969119492,-651.9302978515625
1749516174035767293,-631.7888793945312
1749516174103432517,-893.8823852539062
1749516174168487916,-862.5977172851562
1749516174236262864,-1015.8215942382812
1749516174305067859,-1031.697021484375
1749516174371600932,-741.6483764648438
1749516174439000358,-362.4876708984375
1749516174503872590,-375.289794921875
1749516174569955283,-604.5869750976562
1749516174636669123,-436.74053955078125
1749516174707590435,-501.30145263671875
1749516174772440110,-621.79443359375
1749516174833418653,-676.597412109375
1749516174902816667,-734.3982543945312
1749516174970634869,-688.9194946289062
1749516175038059644,-698.1748657226562
1749516175103127600,-944.0384521484375
1749516175168404403,-817.055908203125
1749516175233714635,-559.2544555664062
1749516175301009022,-583.564453125
1749516175369765282,-586.773681640625
1749516175432128005,-147.60568237304688
1749516175492476820,-328.24591064453125
1749516175568148626,-277.8155822753906
1749516175633967294,-155.9408721923828
1749516175706195458,-286.6453857421875
1749516175768169863,-404.19451904296875
1749516175838408152,-543.2854614257812
1749516175896420678,-687.9570922851562
1749516175969727852,-775.7669677734375
1749516176028360065,-701.4525146484375
1749516176098846568,-657.669189453125
1749516176168266484,-595.0923461914062
1749516176235418615,-722.810302734375
1749516176301119173,-864.6513671875
1749516176374378596,-856.9035034179688
1749516176431059799,-589.98486328125
1749516176492903371,-297.038330078125
1749516176568991129,-391.8680419921875
1749516176634514735,-455.9886474609375
1749516176704428003,-402.25128173828125
1749516176771913503,-520.6410522460938
1749516176835393841,-704.9937133789062
1749516176904760199,-867.6307983398438
1749516176972149773,-851.08544921875
1749516177036853879,-851.2529907226562
1749516177097314304,-733.9510498046875
1749516177167726904,-574.1080322265625
1749516177238099709,-597.5698852539062
1749516177300529338,-474.40728759765625
1749516177366654165,-535.9144287109375
1749516177432685325,-434.6441650390625
1749516177502554707,-371.09234619140625
1749516177570395797,-468.45660400390625
1749516177628336319,-586.1334228515625
1749516177698293668,-551.40625
1749516177761579532,-556.4999389648438
1749516177842009750,-617.2276000976562
1749516177896564743,-708.893310546875
1749516177961075766,-728.8019409179688
1749516178034784047,-657.672607421875
1749516178092946512,-628.2936401367188
1749516178165674189,-709.7396240234375
1749516178237327281,-698.668212890625
1749516178302535826,-624.197998046875
1749516178368315795,-682.7689819335938
1749516178433489717,-700.9666748046875
1749516178494892787,-438.7863464355469
1749516178561380319,-227.59686279296875
1749516178628502847,-318.9771423339844
1749516178694008184,-436.1650390625
1749516178768818248,-447.69903564453125
1749516178838576844,-590.093505859375
1749516178894358079,-867.045654296875
1749516178970397559,-897.4632568359375
1749516179035365582,-838.0429077148438
1749516179104142612,-782.9150390625
1749516179167482117,-798.0386962890625
1749516179237245489,-874.244384765625
1749516179303979839,-824.0940551757812
1749516179364437598,-672.243408203125
1749516179437409419,-693.8760986328125
1749516179507571402,-592.0472412109375
