rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1749509820018867375,,29233,,1749160708,634979904,"""base_link""",,,1.8894355297088623,-0.4414069354534149,0.0649489089846611,,0.05660105544523019,0.15000954525612029,-0.023698490392277186
1749509820088768600,,29234,,1749160708,666981440,"""base_link""",,,1.932830572128296,-0.3870197832584381,0.07773341238498688,,-0.10253708844506017,-0.03875152404930152,-0.06606074501573209
1749509820158658278,,29235,,1749160708,697981440,"""base_link""",,,1.9379725456237793,-0.35241174697875977,0.04775652661919594,,-0.13515013500498085,0.009318746729876808,-0.20517233213849234
1749509820222416078,,29236,,1749160708,729981440,"""base_link""",,,1.9734381437301636,-0.3286346197128296,0.0044336142018437386,,-0.20756077215310564,-0.17665742265825268,-0.5189989871709246
1749509820288340364,,29237,,1749160708,760981696,"""base_link""",,,2.0837416648864746,-0.2981840670108795,0.02925002947449684,,-0.4425474206573484,-0.3540816132031086,-0.3131466742388084
1749509820354225288,,29238,,1749160708,792981696,"""base_link""",,,2.1931049823760986,-0.29536664485931396,0.13217751681804657,,-0.4263795931200983,-0.10704227787793634,-0.34106582709942834
1749509820420395527,,29239,,1749160708,834981696,"""base_link""",,,2.2903246879577637,-0.2526136636734009,0.24441321194171906,,-0.42998584794281747,0.034553112157627935,-0.4528025756690489
1749509820486334631,,29240,,1749160708,866982720,"""base_link""",,,2.374976634979248,-0.195942223072052,0.2704618275165558,,-0.5424326501372122,-0.2085432540984254,-0.2824704293054698
1749509820554359088,,29241,,1749160708,897982720,"""base_link""",,,2.459243059158325,-0.15622283518314362,0.2517237961292267,,-0.4779517025381664,-0.11374535888396511,-0.30375435372730875
1749509820617820153,,29242,,1749160708,929982720,"""base_link""",,,2.5401113033294678,-0.08461421728134155,0.2031538486480713,,-0.04700454143513049,0.09678876283238057,-0.20955041075567168
1749509820686021016,,29243,,1749160708,961983744,"""base_link""",,,2.5420310497283936,-0.007458407431840897,0.1482403427362442,,0.24189012378587532,0.1968149104625331,-0.053986794846121434
1749509820753719011,,29244,,1749160708,992983744,"""base_link""",,,2.5245070457458496,0.07527627050876617,0.08439352363348007,,0.32494716746748264,0.22873271602453119,0.10785172652570274
1749509820819319776,,29245,,1749160709,34983744,"""base_link""",,,2.4992010593414307,0.15731902420520782,-0.046817198395729065,,0.32085415309513343,0.14922468648599138,0.30286838674925626
1749509820885753295,,29246,,1749160709,66985792,"""base_link""",,,2.4914612770080566,0.2255522459745407,-0.14918510615825653,,0.33774307935159814,0.17482200940655976,0.49914385310489284
