rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,magnetic_field,x,y,z,magnetic_field_covariance
1749509820034807476,,13920,,1749160708,639849904,"""base_link""",,-1.5339142084121703e-05,1.6480877995491027e-05,-2.6120409369468693e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509820076560922,,13921,,1749160708,660956440,"""base_link""",,-1.4838087558746338e-05,1.5283033251762386e-05,-3.0033820867538458e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509820314269356,,13922,,1749160708,781977696,"""base_link""",,-1.2776975333690644e-05,1.6766175627708433e-05,-2.6738741993904118e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509820352376323,,13923,,1749160708,797915696,"""base_link""",,-1.3561101257801056e-05,1.414222717285156e-05,-2.4820478260517126e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509820599511715,,13924,,1749160708,924128720,"""base_link""",,-1.1969959735870363e-05,1.9373878836631773e-05,-2.611700296401978e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509820637855641,,13925,,1749160708,939934720,"""base_link""",,-1.2373852729797364e-05,1.8510082364082335e-05,-2.9828560352325443e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509820877303468,,13926,,1749160709,61004792,"""base_link""",,-1.4548146724700928e-05,1.8061512708663938e-05,-2.874731123447419e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509820913413411,,13927,,1749160709,82096792,"""base_link""",,-1.1577084660530091e-05,1.8083709478378292e-05,-2.7628016471862798e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509821157257805,,13928,,1749160709,203181584,"""base_link""",,-1.2443464994430543e-05,1.9710174202919003e-05,-2.7551987767219548e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509821198344208,,13929,,1749160709,218902584,"""base_link""",,-1.5705239772796632e-05,1.963791251182556e-05,-2.757804095745087e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509821434874964,,13930,,1749160709,340059120,"""base_link""",,-1.4085732400417328e-05,1.8431451916694638e-05,-2.6214259862899784e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509821479199060,,13931,,1749160709,355848144,"""base_link""",,-1.0768513381481172e-05,1.880364120006561e-05,-2.515572905540467e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509821718677521,,13932,,1749160709,482176424,"""base_link""",,-8.168590068817139e-06,1.72852486371994e-05,-3.0016523599624638e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509821754053101,,13933,,1749160709,497939424,"""base_link""",,-8.339923620224e-06,1.9278433918952938e-05,-2.7842196822166447e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509821996998079,,13934,,1749160709,619027448,"""base_link""",,-1.136755794286728e-05,2.0946201682090756e-05,-2.8440234065055853e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509822035687548,,13935,,1749160709,640125448,"""base_link""",,-1.4968600869178772e-05,2.2052681446075436e-05,-2.9903849959373478e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509822273024087,,13936,,1749160709,755936496,"""base_link""",,-1.466020941734314e-05,2.1387524902820584e-05,-2.8700765967369084e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509822317357163,,13937,,1749160709,782212496,"""base_link""",,-1.0377655923366548e-05,2.270817011594772e-05,-2.8709077835083013e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509822557104567,,13938,,1749160709,903265288,"""base_link""",,-1.3178056478500367e-05,2.1384182572364806e-05,-2.8368416428565984e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509822602034147,,13939,,1749160709,924370288,"""base_link""",,-1.6216908395290377e-05,1.7167520523071288e-05,-2.5525388121604924e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509822832519001,,13940,,1749160710,40183824,"""base_link""",,-1.5160502493381502e-05,2.1988958120346066e-05,-2.74460256099701e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1749509822876252191,,13941,,1749160710,61257104,"""base_link""",,-1.2382203340530396e-05,2.4461361765861508e-05,-2.6049727201461795e-05,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
