rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1749502345206614926,,39301,,1749161044,229658112,"""base_link""",,,-1.1722288493312445,-0.18619023636976118,-0.13158198345149097,,-0.11265061795711517,-0.31069588661193853,-0.40887185931205744
1749502345273987739,,39302,,1749161044,261660160,"""base_link""",,,-1.1998746810495653,-0.1857783566125902,-0.1650095306342768,,-0.08525831997394562,-0.25389146804809576,-0.37903407216072077
1749502345338142139,,39303,,1749161044,293660160,"""base_link""",,,-1.2232008760164492,-0.14505667916292006,-0.2036134411188072,,-0.037866976112127304,-0.15953810513019565,-0.27782517671585083
1749502345405970075,,39304,,1749161044,335660160,"""base_link""",,,-1.2125273769649887,-0.08444722341329541,-0.1814146948360974,,0.0968850627541542,0.05875393003225327,0.06217805296182632
1749502345473835894,,39305,,1749161044,368661440,"""base_link""",,,-1.158036342677987,-0.022969607992838897,-0.11581020144743474,,0.12035060673952103,0.010594072751700897,0.15790531039237976
1749502345542074245,,39306,,1749161044,399661440,"""base_link""",,,-1.0911614203734508,0.029618720095009734,-0.02984577203596253,,0.08787540346384048,-0.00793408788740631,0.3325047791004181
1749502345605448715,,39307,,1749161044,431661440,"""base_link""",,,-1.0264466096347642,0.05318214688160841,0.05238028254285816,,0.061643317341804504,0.2057387530803681,0.3694445788860321
1749502345673072736,,39308,,1749161044,463662976,"""base_link""",,,-0.9608131255906667,0.019562028379118232,0.14422692586074898,,0.049797967076301575,0.4365171790122986,-0.02207196503877645
1749502345737402680,,39309,,1749161044,495662976,"""base_link""",,,-0.9226006790115655,-0.05212095358681005,0.22529140257706193,,0.06966553628444672,0.4447519481182098,-0.2757289111614228
1749502345805202091,,39310,,1749161044,527662976,"""base_link""",,,-0.9058392117311609,-0.09068550231433849,0.27310702086041966,,0.363886296749115,0.40688720345497126,-0.41140428185462957
1749502345873069654,,39311,,1749161044,569663488,"""base_link""",,,-0.9007291975785167,-0.05875806857408545,0.2880186024207829,,0.561651349067688,0.19682118296623233,0.12057515233755109
1749502345940571413,,39312,,1749161044,601663488,"""base_link""",,,-0.9182893463389584,-0.02599296288025682,0.27429779845526436,,0.5420242547988892,0.04047383740544325,0.44875869154930115
1749502346004629188,,39313,,1749161044,633663488,"""base_link""",,,-0.9522130698553504,0.011051500998401853,0.23966749247293434,,0.2831246852874756,-0.2776167392730712,0.7232221961021423
1749502346072673825,,39314,,1749161044,665663744,"""base_link""",,,-0.9865280819379979,0.05116039319113468,0.191842067737866,,0.03179148584604263,-0.46600222587585444,0.41408139467239385
1749502346141046433,,39315,,1749161044,697663744,"""base_link""",,,-1.0272554543390708,0.07266815860639968,0.12016423617273966,,-0.0027893807273358107,-0.5188835263252258,0.20054450631141668
1749502346206669733,,39316,,1749161044,728663744,"""base_link""",,,-1.05472968696459,0.10554570154063381,0.06864301928590698,,0.05525314807891846,-0.4697180688381195,0.0055487295612693405
1749502346272362816,,39317,,1749161044,760664512,"""base_link""",,,-1.065770968800755,0.13164675514939528,0.030238121357949357,,0.04357006028294563,-0.2910725176334381,0.04231057688593868
1749502346342113195,,39318,,1749161044,803664512,"""base_link""",,,-1.0805054894884945,0.14320253747250095,-0.02052228148045486,,-0.012239435687661171,-0.19126686453819275,0.09359372407197955
1749502346408322550,,39319,,1749161044,835664512,"""base_link""",,,-1.0897070045346575,0.1386893712915995,-0.06331965748685635,,-0.06881654262542725,-0.021702259778976427,0.12157133221626282
1749502346474087075,,39320,,1749161044,867666560,"""base_link""",,,-1.0818826042353875,0.1212939609449581,-0.11002160600883726,,-0.14499212801456451,0.051886189728975296,-0.01732288300991059
1749502346541829213,,39321,,1749161044,899666560,"""base_link""",,,-1.025671802105266,0.10350464418614087,-0.12785720121243416,,-0.21728017926216125,0.04265135526657104,-0.047909501940011985
