x,vx,y,vy,z,vz,phi,dphi,theta,dtheta,psi,dpsi,wx,wy,wz
-8.399432726184467013e-01,-1.489614746244262156e-01,2.087885107203200530e+00,6.297543368839390865e-02,1.988754467982368324e+00,-1.808317518813514629e-02,3.499087908908629641e-01,-3.749363553447468758e-03,9.835349583039804111e-02,3.191867426476682063e-02,-1.146574503819435265e+00,-7.794710062722337574e-02,1.002683490984124903e+00,1.001352809827376289e+00,1.007788471870851410e+00
-8.411927212769242379e-01,-1.347824366691907361e-01,2.088571150294945333e+00,6.442548016194177274e-02,1.988663539032438532e+00,-1.295557911665522720e-02,3.495659956814230473e-01,-5.301004486669298396e-03,9.813639026033237067e-02,3.154021849262582389e-02,-1.145578981652037642e+00,-7.917675433267826191e-02,9.956077647457807211e-01,1.000247628788207832e+00,1.002737807198607056e+00
-8.426353691904738819e-01,-1.405746084583119615e-01,2.089250384712232567e+00,6.467246780332742973e-02,1.988803185516261118e+00,3.471323058522851721e-04,3.495238087651288961e-01,-5.707959166910857828e-03,9.845758592455935987e-02,3.143619417357386425e-02,-1.146507738426365330e+00,-7.958768926623724371e-02,1.000328044662149640e+00,9.997199992950329683e-01,9.960923430639911924e-01
-8.440280879122329383e-01,-1.404222630235923974e-01,2.089781437981023338e+00,5.934246860532737394e-02,1.988858768824864676e+00,3.143585531943560770e-03,3.494593495856456733e-01,-6.747506364220663515e-03,9.878860608919146080e-02,3.006507850112024455e-02,-1.147234923792808781e+00,-7.625011851874696767e-02,1.000391250901424778e+00,1.001925547270970052e+00,9.964213376195372174e-01
-8.454412877689455597e-01,-1.403993551657806427e-01,2.090467496681311044e+00,6.323377511016016472e-02,1.988731486289144312e+00,-7.714215655959538384e-03,3.494714830584327303e-01,-3.736028090884706190e-03,9.915670229518902534e-02,2.890871939684793931e-02,-1.148336805782617320e+00,-7.828946863677133106e-02,1.000458563360940190e+00,9.993896267038714365e-01,1.002429514321121484e+00
-8.469615679199586911e-01,-1.463017705375941890e-01,2.091172827662234113e+00,6.596020961785586945e-02,1.988826987517654743e+00,1.055202910370659809e-03,3.494431293432453955e-01,-6.353778102699135684e-03,9.949688304570093733e-02,3.042428270319416997e-02,-1.149403505177413631e+00,-7.881985662704538154e-02,1.003116627065237410e+00,9.982660960596372313e-01,9.978052616785180184e-01
-8.483419392782489687e-01,-1.413399939119573401e-01,2.091921965402800065e+00,7.015501870494633696e-02,1.988878196307457991e+00,2.620920571363487012e-03,3.492683734359363634e-01,-5.705330186143454593e-03,9.956079115079727315e-02,3.018793469453706635e-02,-1.149497396986258302e+00,-7.808022416056369097e-02,1.000174702032772922e+00,9.969290725752667504e-01,9.979915895832528472e-01
-8.498164912257292203e-01,-1.444016192329549697e-01,2.092561639034905330e+00,6.526490009950638993e-02,1.988778798987324681e+00,-5.350073732199573870e-03,3.493101733961000988e-01,-8.319956196898502590e-03,1.001241003481621178e-01,3.020943150222355281e-02,-1.151003008570540720e+00,-7.933288473523202045e-02,1.001573311168911351e+00,1.000002197381654634e+00,1.002145510885317226e+00
-8.514301875362876304e-01,-1.530264936166238210e-01,2.093280632135307240e+00,6.862845112045599938e-02,1.988799099646731072e+00,-8.897888962312142146e-04,3.493565583039697220e-01,-6.241986647687346179e-03,1.006095783170627839e-01,3.158785457518935302e-02,-1.152547619559983749e+00,-8.095175714562964642e-02,1.004557114445659094e+00,9.985308397250026724e-01,9.994508418337211264e-01
-8.530506008726292944e-01,-1.573988537263280585e-01,2.093924802437061583e+00,6.730278125088907937e-02,1.988832604773512092e+00,2.655232783867199874e-03,3.493567447174149021e-01,-6.335843370399522542e-03,1.010364215332164861e-01,3.113314047865783224e-02,-1.153750828393534267e+00,-8.066486355162078015e-02,1.005034549688447187e+00,9.994317034196863458e-01,9.981495399003496027e-01
-8.544712698103701376e-01,-1.473796401538371437e-01,2.094563083684441551e+00,6.336756991508059322e-02,1.988792019966710400e+00,-3.384717464793307769e-03,3.491708401462779165e-01,-6.910507211936747426e-03,1.011600512204166857e-01,3.053700341173428909e-02,-1.153736755647682966e+00,-7.835034108535324227e-02,9.994985033738336133e-01,1.001007066540172463e+00,1.001455527334921713e+00
-8.558381605251311752e-01,-1.418473025426673639e-01,2.095174614059668095e+00,6.246879945241856635e-02,1.988813320140640828e+00,1.099299838237280483e-04,3.489841153352268299e-01,-7.183317818419039831e-03,1.012548185152269270e-01,3.019024898600962750e-02,-1.153790061161827030e+00,-7.779581442418195825e-02,9.973416285381602187e-01,1.000978132470985660e+00,9.994474775788139143e-01
-8.571481991142272383e-01,-1.373395241157255586e-01,2.095779135144698824e+00,6.235133786224402591e-02,1.988708930474002212e+00,-4.854654808911336265e-03,3.488796831679565891e-01,-5.581518944537417620e-03,1.014972460845641328e-01,3.233024808919587184e-02,-1.154235334523293410e+00,-7.695699456420304618e-02,9.969217296647866489e-01,1.000392407171492914e+00,1.001809541883601051e+00
-8.584698838244466668e-01,-1.359142764457422214e-01,2.096338381769265347e+00,5.957264386790641492e-02,1.988712310297747976e+00,-1.059620131099041612e-03,3.487759421874802590e-01,-6.545195286267513346e-03,1.017265082170940027e-01,2.889431965219093831e-02,-1.154757423367753999e+00,-7.847351041996807053e-02,9.979257871336446595e-01,1.001184996505548153e+00,9.995386763227198657e-01
-8.598384153022043952e-01,-1.372456636103147054e-01,2.096948818303853823e+00,6.070503457255543855e-02,1.988663494516329067e+00,-3.121394400834644981e-03,3.487307147258523199e-01,-7.308631357879582201e-03,1.020802699481754006e-01,3.068501821363620041e-02,-1.155736925796536196e+00,-7.957868258474848355e-02,9.995353401106669144e-01,1.000088537770142061e+00,1.000616506967682895e+00
-8.611806931252394826e-01,-1.361615261587504899e-01,2.097579261821912233e+00,6.204501807145809678e-02,1.988653645495576550e+00,-1.750675578990706005e-03,3.486298950546312114e-01,-6.508744370481138290e-03,1.023101456700442891e-01,3.044345458985231109e-02,-1.156301639407239845e+00,-7.732020135288510121e-02,9.996686801305029180e-01,9.992471570566507921e-01,9.998327052033157969e-01
-8.628534938495658890e-01,-1.531110392683730503e-01,2.098107289802770392e+00,5.664365206157601779e-02,1.988612409937203562e+00,-3.523776578338767666e-03,3.488938967206385855e-01,-6.552380303154455542e-03,1.032416072631034548e-01,3.048401237654946305e-02,-1.159098508609888389e+00,-7.823414386704798107e-02,1.007633218248308316e+00,1.001529993548375019e+00,1.000662254605843682e+00
-8.642819648219761675e-01,-1.454928820969969561e-01,2.098701087440953739e+00,5.710529518024287654e-02,1.988631520536866981e+00,-1.968522411158548074e-03,3.487037338982424961e-01,-5.036601365614983526e-03,1.032829610478803173e-01,2.999875122513711440e-02,-1.159017098748497343e+00,-7.976074338429096910e-02,1.002160956785213219e+00,1.000487378956929518e+00,9.997917994687227639e-01
-8.658659782792276216e-01,-1.522688408680571148e-01,2.099316996344895436e+00,5.983923668726694872e-02,1.988697635003252584e+00,2.647741301496411501e-03,3.487192963904450771e-01,-6.224384845138234909e-03,1.037138292078128715e-01,3.115636294461457748e-02,-1.160338403954318753e+00,-7.870793424438199404e-02,1.004915937021855221e+00,9.988498408978407905e-01,9.978937906581869521e-01
-8.674433347884498158e-01,-1.548806427370645888e-01,2.099826793450249696e+00,5.730847210079284548e-02,1.989033386168541417e+00,2.104617204641771183e-02,3.486132183201710033e-01,-5.115369801566797131e-03,1.039129073574997092e-01,3.104220984922759219e-02,-1.160805698981570044e+00,-7.954868117806254690e-02,1.003911904141311595e+00,1.000444028645442129e+00,9.909576672692698152e-01
-8.690345988822668621e-01,-1.542000289437845950e-01,2.100380988911113800e+00,5.276769968864833404e-02,1.989058205015367564e+00,5.004208948483033874e-03,3.486540101083085430e-01,-6.779010623105663665e-03,1.044557028847531155e-01,3.000918717540215080e-02,-1.162200206217121057e+00,-8.012778501048664626e-02,1.001574609662131632e+00,1.002360923550263738e+00,1.001094223336364664e+00
-8.703291011830295298e-01,-1.409335554288017323e-01,2.100796793906522630e+00,4.731365319270609132e-02,1.989097964360081461e+00,4.324393953066035107e-03,3.483928171618858594e-01,-6.337940710537593413e-03,1.044278439030938421e-01,2.997895530062169578e-02,-1.161667857117782754e+00,-7.869126282259342187e-02,9.963610532736677516e-01,1.003496319990140995e+00,1.000909912460854034e+00
-8.718097781044016337e-01,-1.453671576265154752e-01,2.101356706313205702e+00,5.209222502168885799e-02,1.989107834182839207e+00,1.800761452096945499e-03,3.483989821534884679e-01,-6.353905537138328577e-03,1.048232040332545828e-01,2.919652624236553085e-02,-1.162931394288671871e+00,-7.798078420828664925e-02,9.997898909322444627e-01,1.000118116273492230e+00,1.001585065316132006e+00
-8.732275250455504567e-01,-1.436858734535113036e-01,2.102098257497813538e+00,6.349856774637067935e-02,1.989216026113306501e+00,6.346924087069602712e-03,3.482366514984845396e-01,-5.463238824531948395e-03,1.048664226291205759e-01,3.096648693450683096e-02,-1.163143910920817037e+00,-7.625092986106001003e-02,9.999563122632394441e-01,9.948893556207706323e-01,9.989800071068229981e-01
-8.746404829803871017e-01,-1.428415473318518369e-01,2.102781459643491058e+00,6.528844045766357684e-02,1.989098686723151488e+00,-3.072131289951935372e-03,3.482070779695315976e-01,-6.309596980003362963e-03,1.052333692404611304e-01,3.046404059040033058e-02,-1.164132598800873053e+00,-7.801431095205013655e-02,9.998731927041945022e-01,9.959363962968322825e-01,1.003341646491522132e+00
-8.761083471219862640e-01,-1.461361469457249096e-01,2.103442425710234431e+00,6.641996517052910221e-02,1.988908256627472282e+00,-9.026228658165182800e-03,3.482344138175710313e-01,-6.029092386215052779e-03,1.056781012027873806e-01,2.856308465908527147e-02,-1.165458861499969023e+00,-7.736370442233933553e-02,1.001999008796815582e+00,9.966335040249445498e-01,1.004657007260229440e+00
-8.775104559386536218e-01,-1.429062713401488827e-01,2.104044757073474159e+00,6.288685641695618278e-02,1.988751045005487716e+00,-1.060893262314264833e-02,3.481501280967131406e-01,-5.530194539920090836e-03,1.059534445435590388e-01,3.074330831259770164e-02,-1.166006595780056720e+00,-7.760880474854449373e-02,9.999447408906229073e-01,9.993241524080783700e-01,1.003596645354467132e+00
-8.788628931076386541e-01,-1.391394874856158037e-01,2.104614658097850644e+00,5.950825754721877220e-02,1.988704490063825991e+00,-6.524814708289670279e-03,3.479897494260823509e-01,-8.518370438069905806e-03,1.061353491246210257e-01,3.050864772319063917e-02,-1.166291863256622152e+00,-7.856909213432854144e-02,9.988356355314061963e-01,1.000767965046704289e+00,1.000575568446099517e+00
-8.803128110312166132e-01,-1.425374788777573620e-01,2.105332128389342916e+00,6.559003746711192240e-02,1.988656355956176069e+00,-5.962805784023611499e-03,3.479467305382658582e-01,-6.950224423749474384e-03,1.064482875166733872e-01,3.007675079876388421e-02,-1.167298414389257744e+00,-7.732063103927809544e-02,1.000957972230243520e+00,9.977273168281890481e-01,1.000180508123336587e+00
-8.819786206075017621e-01,-1.553399378388606866e-01,2.106118131573200714e+00,7.243433053266098987e-02,1.988762323410292465e+00,3.656309946035384961e-03,3.480127784429530857e-01,-6.309172274213840047e-03,1.069532555819548980e-01,3.223414837282381068e-02,-1.169002769324736679e+00,-7.841932663828996009e-02,1.005776601112786883e+00,9.957246424337815593e-01,9.960814073352572962e-01
-8.834415437287457262e-01,-1.486385392638886194e-01,2.106769995665048079e+00,6.565785366371183762e-02,1.988829134531894471e+00,2.387753633672713965e-03,3.478612320305127237e-01,-7.630862394799888503e-03,1.071558621065840655e-01,3.023561519207022819e-02,-1.169257154726824233e+00,-8.052168618994683114e-02,1.001519159389696378e+00,9.998104262766840389e-01,9.981148156834948049e-01
-8.849860711907331368e-01,-1.516068355196561468e-01,2.107256040262026175e+00,5.678592117114372728e-02,1.988757594487160718e+00,-2.838546199069528608e-03,3.479258884509728866e-01,-5.721846816210938297e-03,1.077267739152388271e-01,2.932103651031596828e-02,-1.170703775143512315e+00,-7.819718307991507800e-02,1.002434226292094221e+00,1.003469103997429501e+00,1.001050206345973637e+00
-8.864694242788709877e-01,-1.498988679113791023e-01,2.107774817629745723e+00,5.582801853787482810e-02,1.988607382268841040e+00,-8.223863308152057350e-03,3.478658205109847468e-01,-7.044823752608138541e-03,1.080562381655347376e-01,2.975965189849389195e-02,-1.171517700087664871e+00,-7.728923024448053347e-02,1.001404321663700081e+00,1.002288798737086317e+00,1.003001661066965644e+00
-8.880509605167019593e-01,-1.541967123181992860e-01,2.108373663759974370e+00,5.899875986526509353e-02,1.988450622664190037e+00,-1.083258093846764178e-02,3.478690672831574182e-01,-7.429821077226672621e-03,1.084934490947312286e-01,3.091282543582984585e-02,-1.172835306371093456e+00,-7.967292766835819273e-02,1.002824494832587954e+00,9.999925291829870888e-01,1.003008223341446348e+00
-8.894375481550327311e-01,-1.448801612474648615e-01,2.108927267849242337e+00,5.570192617184719502e-02,1.988469596245159510e+00,-4.685616797053715650e-03,3.476251181818502123e-01,-6.691978147269866777e-03,1.084874542411085746e-01,3.091825865652474831e-02,-1.172470866464502048e+00,-7.872403786280508797e-02,9.984982644139661634e-01,1.001128008286179760e+00,9.993391872809097576e-01
-8.908708474590293358e-01,-1.445542708290050715e-01,2.109547099520554081e+00,5.915028402465176416e-02,1.988369611285029759e+00,-7.775884194980123461e-03,3.475436524158977414e-01,-7.952037268511985557e-03,1.087916759854274523e-01,3.222704619376760837e-02,-1.173285961531233434e+00,-7.981400875266737860e-02,9.993123709057316617e-01,9.990633693678907523e-01,1.000977960829428914e+00
-8.921959149982707782e-01,-1.386408731586117604e-01,2.110146400488412954e+00,5.951245599720200730e-02,1.988358905043300595e+00,-3.669175445733593045e-03,3.473563921078628436e-01,-6.130728110702937488e-03,1.088569525249492853e-01,3.056156204158140891e-02,-1.173280601279059310e+00,-7.879078700901423482e-02,9.974536329298445692e-01,9.990858667015773964e-01,9.989380000065593013e-01
-8.935380319672678873e-01,-1.373771148482620663e-01,2.110797140321036380e+00,6.253864247051098280e-02,1.988222377257552465e+00,-8.828755683527422793e-03,3.472794084337756937e-01,-7.115260268209700964e-03,1.091396513733150497e-01,3.040554584737458974e-02,-1.174045794836556800e+00,-7.836069973288511958e-02,9.982634068063310773e-01,9.979293341819588381e-01,1.001617523648772323e+00
-8.948720308273656610e-01,-1.356164279128086736e-01,2.111336822162042992e+00,5.681433778654677164e-02,1.988331138567051681e+00,1.490909860881245311e-03,3.471419822411494494e-01,-6.809161485734389549e-03,1.093353039785938674e-01,3.058227199789103137e-02,-1.174343208827900220e+00,-7.756652105204220327e-02,9.982670886142668287e-01,1.001055728219049090e+00,9.966882121788560589e-01
-8.962691367318876834e-01,-1.380594553355606324e-01,2.111936383187930311e+00,5.773015934196011612e-02,1.988224931125933903e+00,-6.768251934359270812e-03,3.471628594780268307e-01,-6.240211004372080671e-03,1.098174392101889801e-01,3.233824092222852692e-02,-1.175650259114991769e+00,-7.888237573133805025e-02,1.000127853058679017e+00,1.000132488838686884e+00,1.001493915619292130e+00
-8.977856896007549992e-01,-1.455049020305556051e-01,2.112479881038534568e+00,5.554625077986186793e-02,1.988322428221689364e+00,1.893089677959698073e-03,3.471760300766409402e-01,-6.804465508735328162e-03,1.102776253395408856e-01,3.110002032737508096e-02,-1.176941722937815404e+00,-7.751288644182192933e-02,1.003833324163847740e+00,1.000738108607831744e+00,9.972509312949994209e-01
-8.992023586178138350e-01,-1.429888586325234745e-01,2.113071960374991232e+00,5.816666947395436604e-02,1.988453909970624656e+00,7.701915551719579027e-03,3.470191404320979167e-01,-6.892276516036215626e-03,1.104024652842338083e-01,3.103426139443846155e-02,-1.177223472939604942e+00,-8.036505122762281628e-02,1.001576600723447452e+00,9.992141619729154600e-01,9.958286743991098255e-01
-9.005839897613197031e-01,-1.402023091994084036e-01,2.113564586322922878e+00,5.313471523095076449e-02,1.988497074318043012e+00,4.681753408351479670e-03,3.469331314196316685e-01,-7.656831243166891364e-03,1.107107593525219064e-01,2.937028478171381865e-02,-1.177882317519706401e+00,-7.784154911277944844e-02,9.999858911242346382e-01,1.001539574697591251e+00,9.986748700387534372e-01
-9.020088239450936296e-01,-1.415988114609679771e-01,2.114196923547420059e+00,5.883333303442861428e-02,1.988759854339324784e+00,1.566542904900202621e-02,3.468058924876912807e-01,-5.947437060350072024e-03,1.108374169072643828e-01,3.008290662351631450e-02,-1.178313184459792939e+00,-7.835935057051952868e-02,1.000747126277230503e+00,9.984581135913809247e-01,9.944695847471697325e-01
-9.033390125557145822e-01,-1.368370507301168160e-01,2.114858636259164815e+00,6.123396193341591048e-02,1.988808635824908855e+00,7.124713689272256859e-03,3.466966806542339241e-01,-6.705519973754374072e-03,1.110433575227694203e-01,2.877541923542656366e-02,-1.178828233888058019e+00,-7.821956911107076638e-02,9.992236405823706757e-01,9.976188590697836478e-01,1.000117959195861772e+00
-9.048067352264926866e-01,-1.425923927100467004e-01,2.115449740681196733e+00,5.944973699343644724e-02,1.988726347037941267e+00,-1.193892215907432774e-03,3.467751582019900636e-01,-7.020211634997028209e-03,1.116572104112782265e-01,3.183083807192266940e-02,-1.180520515813982652e+00,-7.778482549181549299e-02,1.002166886689865200e+00,9.991185305886581824e-01,1.003548038986048940e+00
-9.062107325332783292e-01,-1.410121630612466981e-01,2.115977778959057254e+00,5.534584081317924648e-02,1.988768185262113297e+00,2.116265959747567864e-03,3.466689665076606586e-01,-7.667396302502242807e-03,1.119268193791966709e-01,3.058793088637632232e-02,-1.181086925176026092e+00,-7.888470202186984026e-02,1.000933542419440547e+00,1.001043456198838388e+00,1.000765976336603247e+00
-9.076687397664169321e-01,-1.438594871916259177e-01,2.116441226793257080e+00,5.136309655250773792e-02,1.988779919011892439e+00,2.249148614066645482e-03,3.466562292764460707e-01,-7.445508814157614577e-03,1.123754528167767580e-01,3.118907442429583524e-02,-1.182225488304588845e+00,-7.836057956674455371e-02,1.002090047066856560e+00,1.002187322904159794e+00,1.000384804713373876e+00
-9.092164190413812852e-01,-1.492671431875668975e-01,2.117160847577360006e+00,6.236562292436270000e-02,1.988590817596975979e+00,-9.508834947605033366e-03,3.466925716416409120e-01,-7.652900803280983204e-03,1.128325810571220861e-01,2.957121754077407169e-02,-1.183802598782185855e+00,-7.724336278064078409e-02,1.004067230240404340e+00,9.964377959251154993e-01,1.005264279987942100e+00
-9.107328526946403269e-01,-1.502402957819840290e-01,2.117849721445963063e+00,6.631691999442561325e-02,1.988463446250015698e+00,-8.245374810631832252e-03,3.466064872507065853e-01,-7.999771376678335363e-03,1.131018837798113408e-01,3.057638734575652412e-02,-1.184579698620394028e+00,-7.722678519564921129e-02,1.002863252358523916e+00,9.961097884901930488e-01,1.002747278726595859e+00
-9.121578640849039576e-01,-1.445127211401534828e-01,2.118379115109506827e+00,5.605081213690472214e-02,1.988539102492232313e+00,-1.285450536028395546e-03,3.464345198830189321e-01,-7.991011639514570761e-03,1.132813741839594074e-01,3.026080391623454588e-02,-1.184697555917798573e+00,-7.948638894092220630e-02,9.994609701791408174e-01,1.001840028057213505e+00,9.988013359596356056e-01
-9.136820417849214060e-01,-1.491498896101186022e-01,2.118980137158396282e+00,5.844161209884549818e-02,1.988543668236256279e+00,-9.263397795118596652e-04,3.464179169235466760e-01,-8.086672655719048114e-03,1.136951508001001615e-01,3.089673618684146000e-02,-1.185920898521944711e+00,-7.855445924446624595e-02,1.002388713875199233e+00,9.997795218125319350e-01,9.991264331428715284e-01
-9.150844721188040598e-01,-1.436395350876348009e-01,2.119616100698233918e+00,6.055665598323760335e-02,1.988561847228209389e+00,-1.035719991677714713e-04,3.462547738444262113e-01,-5.997480488662912564e-03,1.138039959653471545e-01,3.155325150244962795e-02,-1.186062117269348404e+00,-7.863496935491096074e-02,9.991413291969096777e-01,9.989435046332013624e-01,9.991401426968374855e-01
-9.165586300208677928e-01,-1.461937391765993077e-01,2.120255638245101437e+00,6.207882987426039528e-02,1.988540055678477581e+00,-1.429022535538422047e-03,3.462441281508847890e-01,-5.345985579390282426e-03,1.141848091058777770e-01,3.102400453367418556e-02,-1.187131662079946359e+00,-7.851067460495970984e-02,1.001102094783672403e+00,9.984018936602008232e-01,1.000048063695270217e+00
-9.181052180113146166e-01,-1.503973943537791902e-01,2.120783549920262967e+00,5.672061699550624836e-02,1.988505185578027357e+00,-2.386509307495821540e-03,3.462805970719887716e-01,-5.972719705261032332e-03,1.147081947143567815e-01,3.135359769683254694e-02,-1.188492484044600728e+00,-7.971343211152763508e-02,1.002238172446692888e+00,1.001279595144682455e+00,1.000436250815168515e+00
-9.196286528169269614e-01,-1.511010118055154672e-01,2.121328295911155237e+00,5.586173142015888465e-02,1.988622469936538906e+00,5.253771620499310749e-03,3.461893941307981892e-01,-6.354535394845256882e-03,1.149641111049530817e-01,3.140865555972757045e-02,-1.189120455917779706e+00,-7.986360781318818658e-02,1.002131728863455917e+00,1.000957014440999604e+00,9.970156586248249964e-01
-9.211229570593592042e-01,-1.496724566181099336e-01,2.121883455095070481e+00,5.566689260182692417e-02,1.988629611274618902e+00,1.851126172520856355e-03,3.461213347119808104e-01,-6.607441620830412608e-03,1.152688276307567428e-01,3.037696164072919633e-02,-1.189880493689714713e+00,-7.849396960181019567e-02,1.000916494382084299e+00,1.000568591736053614e+00,9.995825334596669665e-01
-9.226468991552942978e-01,-1.507559678582121310e-01,2.122469934474946474e+00,5.726211614940582284e-02,1.988627186119832357e+00,5.982506067970226084e-04,3.460774859480777454e-01,-6.311076469259174586e-03,1.155945889910070246e-01,2.987613711387045873e-02,-1.190808967209830982e+00,-7.941903562026646213e-02,1.000816893359903981e+00,9.997286583221046685e-01,1.000259807631647346e+00
-9.240730756972368454e-01,-1.464093806471930270e-01,2.122997346674076802e+00,5.473115531684172308e-02,1.988542974434493127e+00,-4.204364126026077092e-03,3.459668241216427576e-01,-7.834713557684228752e-03,1.158632480766922657e-01,3.078329427172461427e-02,-1.191336919814984574e+00,-7.724110192811003972e-02,9.991247872839843502e-01,1.000706033638463222e+00,1.002220535151477021e+00
-9.255922680385455514e-01,-1.498427944946531531e-01,2.123232273529904290e+00,3.927388799191322555e-02,1.988500854193027134e+00,-2.689696312773898462e-03,3.459968751149827826e-01,-7.902750550252553643e-03,1.164522154577342511e-01,2.975369700050168459e-02,-1.192685069121285135e+00,-7.897483141227154557e-02,1.000621831488450297e+00,1.006986817974076631e+00,1.000731959949376249e+00
-9.271872500809970052e-01,-1.543024449397084608e-01,2.123813802310001275e+00,4.935866830445009845e-02,1.988495445609544499e+00,-3.303025653442744590e-03,3.459767641758205170e-01,-5.927755698981705679e-03,1.167569032324203143e-01,2.897380112764272667e-02,-1.193820290652813032e+00,-7.951254104479875406e-02,1.003013909739885579e+00,9.998383195162282577e-01,1.000743787646142247e+00
-9.286272017048446958e-01,-1.480773920709909097e-01,2.124262542021892131e+00,4.657570115967320928e-02,1.988434279591196674e+00,-5.091504452366054506e-03,3.458189409319040175e-01,-8.073445666286054381e-03,1.169365958022804408e-01,3.046342796717791887e-02,-1.194067210683846803e+00,-7.777013616595104817e-02,9.997670320039625524e-01,1.000950349366856784e+00,1.001271139342381655e+00
-9.302354626198243714e-01,-1.546543745112460566e-01,2.124900119280607402e+00,5.498762122881577924e-02,1.988479035160051644e+00,-8.042102167476541941e-04,3.458010786878908949e-01,-6.858583907597021537e-03,1.172762266395122460e-01,3.002217165260448462e-02,-1.195266161852610143e+00,-7.851143247245015444e-02,1.003177251528843739e+00,9.968558812064349794e-01,9.989853823694895274e-01
-9.314536311228465149e-01,-1.356351686891544561e-01,2.125503980774269941e+00,5.521097992159103296e-02,1.988536585139565771e+00,5.566825229765796522e-04,3.454152439494318494e-01,-7.087768706680526096e-03,1.169547416270092094e-01,2.747327694542852847e-02,-1.194019710744891327e+00,-7.910563634061576477e-02,9.941600506585672736e-01,9.979051474497364627e-01,9.988429934081164419e-01
-9.329710976485461327e-01,-1.451349952071654958e-01,2.126105734474286191e+00,5.566842900967206020e-02,1.988484246564563573e+00,-4.623243036559473301e-03,3.455222640065682693e-01,-7.058537831634026545e-03,1.175843053102525460e-01,2.928409409003015704e-02,-1.195935817744311569e+00,-7.751559149390421788e-02,1.000752927647597490e+00,9.983402901032217835e-01,1.001499400225908554e+00
-9.345125144729360400e-01,-1.508850269097492536e-01,2.126774791704804990e+00,6.263473004677663769e-02,1.988223755947998939e+00,-1.426797108003584683e-02,3.455598772423876808e-01,-8.275147791554204185e-03,1.180899952728687724e-01,3.069661204554054862e-02,-1.197540105965701818e+00,-7.796569416303367195e-02,1.003756946600084410e+00,9.955979941919028686e-01,1.005168770419726298e+00
-9.358976356835323474e-01,-1.440201420697841128e-01,2.127404309204451227e+00,6.247514135255322065e-02,1.987992548954495842e+00,-1.664153184544731393e-02,3.453908854338139101e-01,-7.488645231735555595e-03,1.182373828881541911e-01,3.207974610964944157e-02,-1.197716229147367528e+00,-7.934574842266151062e-02,9.997801619432096221e-01,9.971345838414141793e-01,1.004338011319486856e+00
-9.372867172468228869e-01,-1.405981843905051987e-01,2.127944875127461444e+00,5.515196404810376873e-02,1.988095165276000387e+00,-3.258425394265250345e-03,3.452003539009957933e-01,-8.741330446069076054e-03,1.183570848586683183e-01,2.913346463860061811e-02,-1.197766915494133722e+00,-7.583107035048101963e-02,9.986769316107818595e-01,1.001171574027774458e+00,9.971100497395452011e-01
-9.386317423499526136e-01,-1.385988505092300704e-01,2.128465634261921924e+00,5.509030563185375595e-02,1.988169013652538286e+00,3.146090531341082935e-03,3.450400559440892079e-01,-8.973576469010171447e-03,1.185202935131336316e-01,3.046050064167564811e-02,-1.198106876588235892e+00,-7.828790845566718781e-02,9.986428071029926912e-01,1.000580592249345147e+00,9.955402492176437246e-01
-9.399926192159305804e-01,-1.373374018102594407e-01,2.129024466167644736e+00,5.438560333570378186e-02,1.988034021145933972e+00,-8.056634758894835879e-03,3.450094947215244789e-01,-7.354770785939307616e-03,1.189263979567264790e-01,3.064170298609050769e-02,-1.199115164271799872e+00,-7.645092411731679860e-02,9.988875805145385200e-01,1.000488512820731257e+00,1.002048380867255339e+00
-9.416429544346195391e-01,-1.524911469847913259e-01,2.129505790669411258e+00,5.063155612197717259e-02,1.987982445088538164e+00,-6.620618117830595097e-03,3.451866188599199692e-01,-7.022620348937574399e-03,1.197066531698219582e-01,2.957323376757385949e-02,-1.201486395248955397e+00,-7.985539169716139585e-02,1.006245614230039109e+00,1.001667214282371710e+00,1.000710203391506514e+00
-9.431150149479637923e-01,-1.474945938114855248e-01,2.130312818429885180e+00,6.500425870564115194e-02,1.987794654245052639e+00,-1.484033598379895166e-02,3.450191025826014335e-01,-8.145844517301575882e-03,1.197639429327044258e-01,2.930328824268549348e-02,-1.201816263572970334e+00,-7.779044660090977947e-02,1.002175744415135794e+00,9.947102353202557090e-01,1.004049820844202356e+00
-9.445033822500242815e-01,-1.420289985424925960e-01,2.130870439033335284e+00,5.721995791248383340e-02,1.987721420498728131e+00,-1.129137782984516308e-02,3.448672958151355328e-01,-7.536987194798712084e-03,1.199733123954494218e-01,3.146677153759739470e-02,-1.202058282131079459e+00,-8.033976948904725246e-02,9.996616351266864875e-01,9.997139250923361420e-01,1.001145606174128400e+00
-9.458179179095217437e-01,-1.367956097950099037e-01,2.131385739119194600e+00,5.425266486488633522e-02,1.987735402680483210e+00,-3.877317055956335402e-03,3.446715080424239130e-01,-8.093948682611078888e-03,1.200838905731064221e-01,3.208076644455387649e-02,-1.202088829867920650e+00,-7.893176704854304448e-02,9.977021858489989459e-01,1.000978092709569500e+00,9.976642898274796778e-01
-9.473422749670235010e-01,-1.448937611110952539e-01,2.132223837055460258e+00,6.800598174910030269e-02,1.987702362654160115e+00,-6.163060440654983575e-03,3.446621727482806485e-01,-9.504598305027589511e-03,1.204667947481405238e-01,2.995034298650669016e-02,-1.203574258053846213e+00,-8.058533810144026532e-02,1.002014482620985136e+00,9.946994817772308872e-01,9.995800285772437066e-01
