rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1749509330350754223,,108243,,1748046278,909043328,"""base_link""",,,-0.26770907640457153,0.02191116474568844,0.019028987735509872,,-0.03502608365088284,0.257973271624119,-0.05550907236392412
1749509330416417038,,108244,,1748046278,940044608,"""base_link""",,,-0.28127920627593994,0.0590687170624733,0.001843716949224472,,0.27907219351749846,-0.13430091592844384,0.015760445251999027
1749509330488144086,,108245,,1748046278,979044608,"""base_link""",,,-0.2364257425069809,0.08362788707017899,0.009549466893076897,,0.2971698916467006,-0.08347588461183447,0.017601246756869613
1749509330550428503,,108246,,1748046279,9044608,"""base_link""",,,-0.24854105710983276,0.0711933895945549,0.003921080846339464,,-0.2558773949957486,-0.09553911412354829,0.01059730201188887
1749509330618245883,,108247,,1748046279,39046400,"""base_link""",,,-0.2751832902431488,0.13942845165729523,0.048358842730522156,,0.1707889801310684,-0.06630912031699497,-0.00471851113068737
1749509330682088265,,108248,,1748046279,73046400,"""base_link""",,,-0.22457164525985718,0.09423457086086273,0.047381069511175156,,-0.29937271733609255,0.06548147099464834,-0.06692167013933067
1749509330751848976,,108249,,1748046279,109046400,"""base_link""",,,-0.22622448205947876,0.13963234424591064,0.05921032279729843,,-0.19193920494069855,-0.030616403394049453,-0.11939140439759896
1749509330817695678,,108250,,1748046279,139048192,"""base_link""",,,-0.16902343928813934,0.16606424748897552,0.06109446659684181,,-0.043011709830843674,0.19423218059027558,-0.2904408817747898
1749509330883978379,,108251,,1748046279,173048192,"""base_link""",,,-0.16604147851467133,0.1666969656944275,0.015796946361660957,,-0.026782350270260144,0.23975351921624416,-0.49073982349762185
1749509330951693556,,108252,,1748046279,209048192,"""base_link""",,,-0.119375079870224,0.17433573305606842,0.07830628752708435,,-0.17383676496635989,0.7063703923810982,-0.5048491686528892
1749509331013626451,,108253,,1748046279,239049216,"""base_link""",,,-0.11676665395498276,0.15338538587093353,0.13558000326156616,,0.2769143388978094,1.0699716567766975,-0.2605412826233906
1749509331087487846,,108254,,1748046279,279049216,"""base_link""",,,-0.021516932174563408,0.22471745312213898,0.08403235673904419,,0.4386387383969492,0.9744267453579791,-0.4035408540941326
