rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,position,x,y,z,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1749509330333255757,,4421,,1748046278,904690027,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330352350491,,4422,,1748046278,914505243,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330373928650,,4423,,1748046278,924569129,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330392636139,,4424,,1748046278,934608697,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330412329734,,4425,,1748046278,944490432,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330433174209,,4426,,1748046278,954549789,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330452441921,,4427,,1748046278,964507818,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330472519627,,4428,,1748046278,974609136,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330492482956,,4429,,1748046278,984479427,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330512425741,,4430,,1748046278,994528293,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330532654492,,4431,,1748046279,4471540,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330553288807,,4432,,1748046279,14772176,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330576236908,,4433,,1748046279,24857759,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330592942092,,4434,,1748046279,34518480,'',1,1528,,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330612608976,,4435,,1748046279,44540643,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330633386837,,4436,,1748046279,54530858,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330652566099,,4437,,1748046279,64550399,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330672360664,,4438,,1748046279,74539184,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330692830215,,4439,,1748046279,84495544,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330712676550,,4440,,1748046279,94535350,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330732571479,,4441,,1748046279,104522466,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330752446564,,4442,,1748046279,114500761,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330774182625,,4443,,1748046279,124700069,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1749509330792190692,,4444,,1748046279,134474039,'',1,2531,,0.0,0.0,2.0,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
