rosbagTimestamp,data
1749509330378091539,208.45974731445312
1749509330443035621,153.74349975585938
1749509330508377405,130.83306884765625
1749509330583978462,76.85794067382812
1749509330649102554,74.12901306152344
1749509330714686490,43.2142333984375
1749509330779231423,34.843719482421875
1749509330846096276,85.14798736572266
1749509330917663844,220.53651428222656
1749509330980757433,378.0654602050781
1749509331051331100,487.005615234375
1749509331117045118,557.55859375
1749509331182320137,594.8521728515625
1749509331250481089,555.4385375976562
1749509331316145051,458.8541564941406
1749509331378243991,357.3631286621094
1749509331442968202,234.9409637451172
1749509331509677067,85.86113739013672
1749509331582888815,-99.78189086914062
1749509331650354206,-246.65956115722656
1749509331713894938,-389.63726806640625
1749509331779815722,-596.4151000976562
1749509331847064777,-633.6168823242188
1749509331919429458,-640.4296264648438
1749509331974238953,-684.408203125
1749509332050852955,-671.3447875976562
1749509332117294160,-668.7557373046875
1749509332188408068,-637.9270629882812
1749509332243332586,-578.3130493164062
1749509332310452604,-542.1392211914062
1749509332384608015,-459.61187744140625
1749509332451280167,-421.1254577636719
1749509332517982372,-396.843505859375
1749509332580458560,-304.9460144042969
1749509332656797386,-320.0456848144531
1749509332720137832,-318.96185302734375
1749509332776455038,-327.4366455078125
1749509332844972393,-332.128662109375
1749509332911078259,-309.285400390625
1749509332978550581,-291.8650817871094
1749509333047391694,-330.7152099609375
1749509333119381721,-325.6000061035156
1749509333185188913,-306.8373718261719
1749509333253288453,-296.6446533203125
1749509333317410408,-344.5302429199219
1749509333386363689,-379.1949462890625
1749509333451656436,-372.215576171875
1749509333519209768,-360.20892333984375
1749509333579872149,-394.1170654296875
1749509333651942934,-426.2060852050781
1749509333717485708,-432.0771484375
1749509333781289553,-469.9458923339844
1749509333851708180,-438.50341796875
1749509333918069940,-456.97216796875
1749509333984973634,-426.9662170410156
1749509334053547428,-431.70501708984375
1749509334117735118,-435.9034118652344
1749509334184115764,-440.9775085449219
1749509334250734935,-426.04168701171875
1749509334317276142,-414.6148681640625
1749509334384954234,-421.37060546875
1749509334453968496,-417.22711181640625
1749509334518449615,-395.5392150878906
1749509334586284480,-407.1737976074219
1749509334653443088,-411.6411437988281
1749509334720179779,-401.6733093261719
1749509334785570557,-414.3760070800781
1749509334851351492,-447.43695068359375
1749509334920432285,-475.6940002441406
1749509334987816540,-463.2913513183594
1749509335055221302,-492.4311218261719
1749509335121250879,-501.970458984375
1749509335180765621,-510.6596374511719
1749509335247424533,-540.4652709960938
1749509335315273377,-519.8961181640625
1749509335384807530,-497.58746337890625
1749509335453396655,-497.5808410644531
1749509335521135091,-510.9742736816406
1749509335585471529,-508.5579528808594
1749509335650270250,-501.8953857421875
1749509335720026848,-533.021484375
1749509335786435943,-517.2007446289062
1749509335852582205,-542.108154296875
1749509335921845917,-542.340576171875
1749509335988192824,-548.1094360351562
1749509336052705145,-546.5930786132812
1749509336120208216,-570.8857421875
1749509336185816266,-583.188720703125
1749509336252384228,-640.8591918945312
1749509336319946284,-617.4739379882812
1749509336392035789,-629.9833984375
1749509336454009280,-602.0468139648438
1749509336519064676,-581.0065307617188
1749509336587066626,-591.2710571289062
1749509336653205532,-583.8002319335938
1749509336724075513,-611.2691040039062
1749509336788634959,-665.999755859375
1749509336854011648,-552.5475463867188
1749509336922670446,-667.6928100585938
1749509336987936566,-695.2227172851562
1749509337053753383,-698.7736206054688
1749509337120853805,-693.82763671875
1749509337187633271,-712.9124145507812
1749509337248412925,-702.700927734375
1749509337321146067,-699.6901245117188
1749509337387586063,-696.6375732421875
1749509337454282336,-690.0062255859375
1749509337519840538,-692.8449096679688
1749509337587817084,-673.3823852539062
1749509337659708367,-678.7178955078125
1749509337721639198,-684.8849487304688
1749509337788794824,-680.0881958007812
1749509337854854780,-678.4696044921875
1749509337922496709,-664.0494384765625
1749509337984436975,-679.7415771484375
1749509338058099084,-697.2312622070312
1749509338122797409,-694.25537109375
1749509338189114912,-723.7740478515625
1749509338256647491,-730.3373413085938
1749509338323239446,-742.1146850585938
1749509338392213267,-714.4280395507812
1749509338456234303,-746.6201782226562
1749509338522294690,-647.145263671875
1749509338587058481,-740.8272705078125
1749509338655351410,-712.3604125976562
1749509338725114793,-725.7545776367188
1749509338789184740,-737.1881713867188
1749509338856489771,-746.1359252929688
1749509338928095470,-739.363525390625
