rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,speed,speed2d,direction,northsouth,westeast,updown,temperature,pitch,roll,pressure,humidity,heading,levelx,levely,levelz
1749509330501435949,,51467,,1748046278,989905834,'',1.7200000286102295,0.0,204.0,-1.0500712394714355,-0.6454550623893738,0.21061038970947266,18.389999389648438,-2.1,0.3,858.7999877929688,60.02000045776367,36.0,nan,0.0,0.0
1749509330681585806,,51468,,1748046279,79796791,'',1.5700000524520874,0.0,144.0,-1.278616189956665,-0.9032436013221741,0.18463915586471558,18.389999389648438,-2.1,0.3,858.7999877929688,60.02000045776367,36.0,nan,0.0,0.0
1749509330693496710,,51469,,1748046279,85803270,'',1.5700000524520874,0.0,144.0,-1.278616189956665,-0.9032436013221741,0.18463915586471558,18.15999984741211,-1.7,0.8,858.77001953125,60.7599983215332,38.0,nan,0.0,0.0
1749509330896025612,,51470,,1748046279,186968803,'',1.899999976158142,0.0,138.0,-1.405859112739563,-1.2845622301101685,0.21641497313976288,18.329999923706055,2.9,1.4,858.77001953125,60.119998931884766,45.0,nan,0.0,0.0
1749509331101976285,,51471,,1748046279,289915084,'',1.899999976158142,0.0,138.0,0.06013237684965134,-0.7687572240829468,0.029805613681674004,18.75,3.1,1.7,858.7899780273438,58.369998931884766,45.0,nan,0.0,0.0
1749509331281595058,,51472,,1748046279,379827499,'',1.0099999904632568,0.0,137.0,-0.7277164459228516,-0.6966270804405212,0.11097963154315948,18.75,3.1,1.7,858.7899780273438,58.369998931884766,45.0,nan,0.0,0.0
1749509331293603792,,51473,,1748046279,385880470,'',1.0099999904632568,0.0,137.0,-0.7277164459228516,-0.6966270804405212,0.11097963154315948,18.540000915527344,-2.3,0.9,858.7899780273438,59.27000045776367,37.0,nan,0.0,0.0
1749509331495733619,,51474,,1748046279,487001657,'',1.5800000429153442,0.0,356.0,1.5784388780593872,0.13501954078674316,0.027835993096232414,18.469999313354492,-6.5,0.5,858.780029296875,59.619998931884766,32.0,nan,0.0,0.0
1749509331701805283,,51475,,1748046279,589929580,'',1.5800000429153442,0.0,2.0,1.045386791229248,1.3711549043655396,-0.9872402548789978,18.229999542236328,-6.3,0.1,858.780029296875,60.4900016784668,29.0,nan,0.0,0.0
1749509331881726353,,51476,,1748046279,679850101,'',3.2699999809265137,0.0,350.0,1.865268349647522,2.4460294246673584,-1.114681363105774,18.229999542236328,-6.3,0.1,858.780029296875,60.4900016784668,29.0,nan,0.0,0.0
1749509331893483567,,51477,,1748046279,685796022,'',3.2699999809265137,0.0,350.0,1.865268349647522,2.4460294246673584,-1.114681363105774,18.09000015258789,-3.1,-0.1,858.7899780273438,60.939998626708984,35.0,nan,0.0,0.0
1749509332096279102,,51478,,1748046279,786983728,'',4.239999771118164,0.0,343.0,2.7662277221679688,3.06451416015625,-1.2484716176986694,18.030000686645508,-1.2,-0.5,858.780029296875,61.27000045776367,35.0,nan,0.0,0.0
1749509332301548564,,51479,,1748046279,889914512,'',4.239999771118164,0.0,341.0,2.6984686851501465,2.864102363586426,-1.1151727437973022,18.1200008392334,-1.2,1.3,858.780029296875,60.810001373291016,37.0,nan,0.0,0.0
1749509332481304437,,51480,,1748046279,979702711,'',3.4000000953674316,0.0,349.0,3.3349921703338623,0.6832868456840515,-0.1532307118177414,18.1200008392334,-1.2,1.3,858.780029296875,60.810001373291016,37.0,nan,0.0,0.0
1749509332494273284,,51481,,1748046279,986172914,'',3.4000000953674316,0.0,349.0,3.334085464477539,0.6867209076881409,-0.13694600760936737,17.959999084472656,-1.1,1.5,858.760009765625,61.52000045776367,39.0,nan,0.0,0.0
1749509332699888141,,51482,,1748046280,88955640,'',3.359999895095825,0.0,344.0,3.188875913619995,1.0104832649230957,-0.06884630769491196,18.010000228881836,-2.0,1.4,858.77001953125,61.18000030517578,38.0,nan,0.0,0.0
1749509332879337144,,51483,,1748046280,178757905,'',3.640000104904175,0.0,349.0,2.9901998043060303,0.799723207950592,0.018314693123102188,18.010000228881836,-2.0,1.4,858.77001953125,61.18000030517578,38.0,nan,0.0,0.0
1749509332907509126,,51484,,1748046280,192744731,'',3.640000104904175,0.0,349.0,2.9982662200927734,0.728222131729126,-0.04252885282039642,18.020000457763672,-2.6,2.1,858.760009765625,61.16999816894531,37.0,nan,0.0,0.0
1749509333083523382,,51485,,1748046280,280707359,'',3.1700000762939453,0.0,11.0,3.1062023639678955,-0.5764267444610596,0.21542517840862274,18.079999923706055,-2.6,2.1,858.760009765625,61.16999816894531,37.0,nan,0.0,0.0
1749509333095082352,,51486,,1748046280,286628961,'',3.1700000762939453,0.0,11.0,3.1053214073181152,-0.5738570094108582,0.23135018348693848,18.079999923706055,-2.4,0.8,858.760009765625,61.16999816894531,36.0,nan,0.0,0.0
1749509333301622594,,51487,,1748046280,389818429,'',3.1700000762939453,0.0,24.0,2.4681472778320312,-1.0267854928970337,0.37597817182540894,18.0,-2.3,1.3,858.760009765625,61.36000061035156,36.0,nan,0.0,0.0
1749509333481430269,,51488,,1748046280,479737520,'',3.0199999809265137,0.0,12.0,2.9436912536621094,-0.6006178855895996,0.29332587122917175,18.0,-2.3,1.3,858.760009765625,61.36000061035156,36.0,nan,0.0,0.0
1749509333493406680,,51489,,1748046280,485721588,'',3.0199999809265137,0.0,12.0,2.9436912536621094,-0.6006178855895996,0.29332587122917175,17.959999084472656,-2.8,1.1,858.760009765625,61.380001068115234,36.0,nan,0.0,0.0
