rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,speed,speed2d,direction,northsouth,westeast,updown,temperature,pitch,roll,pressure,humidity,heading,levelx,levely,levelz
1749510504220763311,,43858,,1748040119,122148752,'',0.4699999988079071,0.0,183.0,-0.026928162202239037,-0.13591790199279785,-0.029118359088897705,19.489999771118164,-0.6,1.8,859.0399780273438,60.459999084472656,40.0,nan,0.0,0.0
1749510504429137792,,43859,,1748040119,225510120,'',0.4699999988079071,0.0,353.0,0.06962817162275314,0.2013014256954193,-0.009429306723177433,19.43000030517578,0.3,0.5,859.0499877929688,60.75,39.0,nan,0.0,0.0
1749510504606153140,,43860,,1748040119,314698934,'',1.1799999475479126,0.0,354.0,0.6750115156173706,-0.7877229452133179,-0.5542129874229431,19.43000030517578,0.3,0.5,859.0499877929688,60.75,39.0,nan,0.0,0.0
1749510504618095086,,43861,,1748040119,320745468,'',1.1799999475479126,0.0,354.0,0.6679244041442871,-0.7901538610458374,-0.5593155026435852,19.229999542236328,0.2,0.8,859.030029296875,61.4900016784668,40.0,nan,0.0,0.0
1749510504830236875,,43862,,1748040119,425918102,'',1.2699999809265137,0.0,355.0,0.5426834225654602,-0.9506545066833496,-0.6532616019248962,19.219999313354492,-0.0,1.4,859.030029296875,61.41999816894531,41.0,nan,0.0,0.0
1749510505004191161,,43863,,1748040119,513676881,'',1.7300000190734863,0.0,351.0,0.47714951634407043,-0.8332701921463013,-0.3884445130825043,19.219999313354492,-0.0,1.4,859.030029296875,61.41999816894531,41.0,nan,0.0,0.0
1749510505031208147,,43864,,1748040119,526720046,'',1.7300000190734863,0.0,351.0,0.4706484079360962,-0.8363158702850342,-0.3898279666900635,19.280000686645508,-0.2,1.8,859.02001953125,61.380001068115234,42.0,nan,0.0,0.0
1749510505220371885,,43865,,1748040119,621882200,'',1.059999942779541,0.0,13.0,0.9173280000686646,0.4634537994861603,0.09848255664110184,18.790000915527344,-0.6,2.1,859.030029296875,63.099998474121094,42.0,nan,0.0,0.0
1749510505430069251,,43866,,1748040119,725540161,'',1.059999942779541,0.0,28.0,1.7133268117904663,0.17214225232601166,0.10697925835847855,18.690000534057617,-0.7,2.7,859.02001953125,63.5099983215332,42.0,nan,0.0,0.0
1749510505606248064,,43867,,1748040119,814763784,'',1.7100000381469727,0.0,86.0,0.9102044105529785,-1.175349235534668,-0.0011977886315435171,18.690000534057617,-0.7,2.7,859.02001953125,63.5099983215332,42.0,nan,0.0,0.0
1749510505618041080,,43868,,1748040119,820759296,'',1.7100000381469727,0.0,86.0,0.895551860332489,-1.2080720663070679,0.01192539557814598,18.43000030517578,-1.0,2.0,859.010009765625,64.5,42.0,nan,0.0,0.0
1749510505820381105,,43869,,1748040119,921851158,'',1.2699999809265137,0.0,126.0,-0.07341866940259933,-0.8979430794715881,-0.062185827642679214,18.920000076293945,-0.8,1.0,859.02001953125,62.59000015258789,38.0,nan,0.0,0.0
1749510506028943070,,43870,,1748040120,26045799,'',1.2699999809265137,0.0,57.0,0.42674651741981506,-0.34219518303871155,0.04888607934117317,19.059999465942383,-2.7,3.1,859.02001953125,62.060001373291016,41.0,nan,0.0,0.0
1749510506206178488,,43871,,1748040120,114733457,'',1.440000057220459,0.0,82.0,0.3644600212574005,-0.9564187526702881,0.005283358506858349,19.059999465942383,-2.7,3.1,859.02001953125,62.060001373291016,41.0,nan,0.0,0.0
1749510506218013591,,43872,,1748040120,120748758,'',1.440000057220459,0.0,82.0,0.3644600212574005,-0.9564187526702881,0.005283358506858349,18.90999984741211,-0.6,1.3,859.030029296875,62.560001373291016,41.0,nan,0.0,0.0
1749510506420290234,,43873,,1748040120,221923589,'',1.440000057220459,0.0,2.0,1.4354490041732788,-0.04351143538951874,0.11701653152704239,18.899999618530273,0.1,2.3,859.02001953125,62.630001068115234,43.0,nan,0.0,0.0
1749510506627487395,,43874,,1748040120,325515985,'',1.440000057220459,0.0,0.0,1.8032135963439941,-0.26658493280410767,0.16233693063259125,18.760000228881836,0.4,0.4,859.010009765625,63.209999084472656,39.0,nan,0.0,0.0
1749510506806085912,,43875,,1748040120,414804220,'',2.190000057220459,0.0,357.0,2.149024486541748,-0.3915961682796478,0.19709396362304688,18.760000228881836,0.4,0.4,859.010009765625,63.209999084472656,39.0,nan,0.0,0.0
1749510506817741252,,43876,,1748040120,420802354,'',2.190000057220459,0.0,357.0,2.149024486541748,-0.3915961682796478,0.19709396362304688,18.559999465942383,-1.6,1.6,859.02001953125,63.959999084472656,39.0,nan,0.0,0.0
1749510507020505407,,43877,,1748040120,521877288,'',3.950000047683716,0.0,339.0,3.9382760524749756,-0.254385381937027,0.20204299688339233,18.639999389648438,-0.8,2.7,859.02001953125,63.689998626708984,41.0,nan,0.0,0.0
1749510507227872103,,43878,,1748040120,625488758,'',3.950000047683716,0.0,348.0,3.069849729537964,-1.1138123273849487,0.22545230388641357,18.75,-0.5,3.2,859.02001953125,63.08000183105469,42.0,nan,0.0,0.0
1749510507406797243,,43879,,1748040120,714930772,'',3.190000057220459,0.0,352.0,2.7904231548309326,-1.5059007406234741,0.26608479022979736,18.75,-0.5,3.2,859.02001953125,63.08000183105469,42.0,nan,0.0,0.0
1749510507418086147,,43880,,1748040120,720775604,'',3.190000057220459,0.0,352.0,2.7904231548309326,-1.5059007406234741,0.26608479022979736,18.75,0.0,0.9,859.010009765625,63.7599983215332,37.0,nan,0.0,0.0
