rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,position,x,y,z,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1749510505117257197,,10499,,1748040119,569618940,'',1,2531,,0.0,0.0,2.0,,0.94,0.34,0.0,,0.0,0.0,0.0,0.34749504923820496,0.0
1749510505137941601,,10500,,1748040119,579568386,'',1,2531,,0.0,0.0,2.0,,0.95,0.33,0.0,,0.0,0.0,0.0,0.3330088257789612,0.0
1749510505158013771,,10501,,1748040119,589592933,'',1,2531,,0.0,0.0,2.0,,0.95,0.31,0.0,,0.0,0.0,0.0,0.3185226023197174,0.0
1749510505177575057,,10502,,1748040119,599591493,'',1,2531,,0.0,0.0,2.0,,0.95,0.3,0.0,,0.0,0.0,0.0,0.30403634905815125,0.0
1749510505197318053,,10503,,1748040119,609642744,'',1,2531,,0.0,0.0,2.0,,0.96,0.29,0.0,,0.0,0.0,0.0,0.28955012559890747,0.0
1749510505218188445,,10504,,1748040119,619538784,'',1,2531,,0.0,0.0,2.0,,0.96,0.27,0.0,,0.0,0.0,0.0,0.27488934993743896,0.0
1749510505237817931,,10505,,1748040119,629615306,'',1,2531,,0.0,0.0,2.0,,0.97,0.26,0.0,,0.0,0.0,0.0,0.2604031264781952,0.0
1749510505257360179,,10506,,1748040119,639585256,'',1,2531,,0.0,0.0,2.0,,0.97,0.24,0.0,,0.0,0.0,0.0,0.24574236571788788,0.0
1749510505277531543,,10507,,1748040119,649558782,'',1,2531,,0.0,0.0,2.0,,0.97,0.23,0.0,,0.0,0.0,0.0,0.23108159005641937,0.0
1749510505298575176,,10508,,1748040119,659619569,'',1,2531,,0.0,0.0,2.0,,0.98,0.21,0.0,,0.0,0.0,0.0,0.21642082929611206,0.0
1749510505317619815,,10509,,1748040119,669625997,'',1,2531,,0.0,0.0,2.0,,0.98,0.2,0.0,,0.0,0.0,0.0,0.20176006853580475,0.0
1749510505338027979,,10510,,1748040119,679643869,'',1,2531,,0.0,0.0,2.0,,0.98,0.19,0.0,,0.0,0.0,0.0,0.18709929287433624,0.0
1749510505357940866,,10511,,1748040119,689647436,'',1,2531,,0.0,0.0,2.0,,0.99,0.17,0.0,,0.0,0.0,0.0,0.17243853211402893,0.0
1749510505377586696,,10512,,1748040119,699594497,'',1,2531,,0.0,0.0,2.0,,0.99,0.16,0.0,,0.0,0.0,0.0,0.15760323405265808,0.0
1749510505397689832,,10513,,1748040119,709661006,'',1,2531,,0.0,0.0,2.0,,0.99,0.14,0.0,,0.0,0.0,0.0,0.14294245839118958,0.0
1749510505417542507,,10514,,1748040119,719596862,'',1,2531,,0.0,0.0,2.0,,0.99,0.13,0.0,,0.0,0.0,0.0,0.12810716032981873,0.0
1749510505437881962,,10515,,1748040119,729628324,'',1,2531,,0.0,0.0,2.0,,0.99,0.11,0.0,,0.0,0.0,0.0,0.11344639956951141,0.0
1749510505457805840,,10516,,1748040119,739588260,'',1,2531,,0.0,0.0,2.0,,1.0,0.1,0.0,,0.0,0.0,0.0,0.09861110150814056,0.0
1749510505477900224,,10517,,1748040119,749632596,'',1,2531,,0.0,0.0,2.0,,1.0,0.08,0.0,,0.0,0.0,0.0,0.08377580344676971,0.0
1749510505498869016,,10518,,1748040119,759639024,'',1,2531,,0.0,0.0,2.0,,1.0,0.07,0.0,,0.0,0.0,0.0,0.0691150352358818,0.0
1749510505517221274,,10519,,1748040119,769562482,'',1,2531,,0.0,0.0,2.0,,1.0,0.05,0.0,,0.0,0.0,0.0,0.054279740899801254,0.0
1749510505537544514,,10520,,1748040119,779724121,'',1,2531,,0.0,0.0,2.0,,1.0,0.04,0.0,,0.0,0.0,0.0,0.039444442838430405,0.0
1749510505558197754,,10521,,1748040119,789584398,'',1,2531,,0.0,0.0,2.0,,1.0,0.02,0.0,,0.0,0.0,0.0,0.024609142914414406,0.0
1749510505578453345,,10522,,1748040119,799585342,'',1,2531,,0.0,0.0,2.0,,1.0,0.01,0.0,,0.0,0.0,0.0,0.009948376566171646,0.0
1749510505597159364,,10523,,1748040119,809596776,'',1,2531,,0.0,0.0,2.0,,1.0,-0.0,0.0,,0.0,0.0,0.0,-0.004886921960860491,0.0
1749510505617983235,,10524,,1748040119,819602966,'',1,2531,,0.0,0.0,2.0,,1.0,-0.02,0.0,,0.0,0.0,0.0,-0.019722221419215202,0.0
1749510505637662264,,10525,,1748040119,829607725,'',1,2531,,0.0,0.0,2.0,,1.0,-0.03,0.0,,0.0,0.0,0.0,-0.0345575176179409,0.0
1749510505657367724,,10526,,1748040119,839574337,'',1,2531,,0.0,0.0,2.0,,1.0,-0.05,0.0,,0.0,0.0,0.0,-0.04939281940460205,0.0
1749510505677840786,,10527,,1748040119,849574089,'',1,2531,,0.0,0.0,2.0,,1.0,-0.06,0.0,,0.0,0.0,0.0,-0.06405358016490936,0.0
1749510505698590843,,10528,,1748040119,859657764,'',1,2531,,0.0,0.0,2.0,,1.0,-0.08,0.0,,0.0,0.0,0.0,-0.07888888567686081,0.0
1749510505717310182,,10529,,1748040119,869582653,'',1,2531,,0.0,0.0,2.0,,1.0,-0.09,0.0,,0.0,0.0,0.0,-0.09372418373823166,0.0
1749510505738306924,,10530,,1748040119,879646778,'',1,2531,,0.0,0.0,2.0,,0.99,-0.11,0.0,,0.0,0.0,0.0,-0.10855948179960251,0.0
1749510505757862964,,10531,,1748040119,889615297,'',1,2531,,0.0,0.0,2.0,,0.99,-0.12,0.0,,0.0,0.0,0.0,-0.12322024255990982,0.0
1749510505777886005,,10532,,1748040119,899595975,'',1,2531,,0.0,0.0,2.0,,0.99,-0.14,0.0,,0.0,0.0,0.0,-0.13805554807186127,0.0
1749510505797392553,,10533,,1748040119,909582376,'',1,2531,,0.0,0.0,2.0,,0.99,-0.15,0.0,,0.0,0.0,0.0,-0.15271630883216858,0.0
1749510505817895936,,10534,,1748040119,919719696,'',1,2531,,0.0,0.0,2.0,,0.99,-0.17,0.0,,0.0,0.0,0.0,-0.16755160689353943,0.0
1749510505838760504,,10535,,1748040119,930069208,'',1,2531,,0.0,0.0,2.0,,0.98,-0.18,0.0,,0.0,0.0,0.0,-0.18221236765384674,0.0
1749510505857347916,,10536,,1748040119,939601898,'',1,2531,,0.0,0.0,2.0,,0.98,-0.2,0.0,,0.0,0.0,0.0,-0.19687314331531525,0.0
1749510505877699733,,10537,,1748040119,949721574,'',1,2531,,0.0,0.0,2.0,,0.98,-0.21,0.0,,0.0,0.0,0.0,-0.21153390407562256,0.0
1749510505898064750,,10538,,1748040119,959666967,'',1,2531,,0.0,0.0,2.0,,0.97,-0.22,0.0,,0.0,0.0,0.0,-0.22619466483592987,0.0
1749510505917360258,,10539,,1748040119,969572067,'',1,2531,,0.0,0.0,2.0,,0.97,-0.24,0.0,,0.0,0.0,0.0,-0.24085544049739838,0.0
1749510505937555914,,10540,,1748040119,979574441,'',1,2531,,0.0,0.0,2.0,,0.97,-0.25,0.0,,0.0,0.0,0.0,-0.2555162012577057,0.0
1749510505957897796,,10541,,1748040119,989591360,'',1,2531,,0.0,0.0,2.0,,0.96,-0.27,0.0,,0.0,0.0,0.0,-0.27000242471694946,0.0
1749510505977949354,,10542,,1748040119,999591827,'',1,2531,,0.0,0.0,2.0,,0.96,-0.28,0.0,,0.0,0.0,0.0,-0.28466320037841797,0.0
1749510505997503666,,10543,,1748040120,9572267,'',1,2531,,0.0,0.0,2.0,,0.96,-0.29,0.0,,0.0,0.0,0.0,-0.29914942383766174,0.0
1749510506017594715,,10544,,1748040120,19654035,'',1,2531,,0.0,0.0,2.0,,0.95,-0.31,0.0,,0.0,0.0,0.0,-0.3136356770992279,0.0
1749510506037489030,,10545,,1748040120,29659986,'',1,2531,,0.0,0.0,2.0,,0.95,-0.32,0.0,,0.0,0.0,0.0,-0.3281219005584717,0.0
1749510506059333646,,10546,,1748040120,39844751,'',1,2531,,0.0,0.0,2.0,,0.94,-0.34,0.0,,0.0,0.0,0.0,-0.34260812401771545,0.0
1749510506078763822,,10547,,1748040120,49697875,'',1,2531,,0.0,0.0,2.0,,0.94,-0.35,0.0,,0.0,0.0,0.0,-0.3570943772792816,0.0
1749510506098409765,,10548,,1748040120,59647798,'',1,2531,,0.0,0.0,2.0,,0.93,-0.36,0.0,,0.0,0.0,0.0,-0.37140607833862305,0.0
1749510506117894602,,10549,,1748040120,69610595,'',1,2531,,0.0,0.0,2.0,,0.93,-0.38,0.0,,0.0,0.0,0.0,-0.3858923017978668,0.0
1749510506137811420,,10550,,1748040120,79613208,'',1,2531,,0.0,0.0,2.0,,0.92,-0.39,0.0,,0.0,0.0,0.0,-0.40020400285720825,0.0
1749510506158098486,,10551,,1748040120,89587450,'',1,2531,,0.0,0.0,2.0,,0.92,-0.4,0.0,,0.0,0.0,0.0,-0.4145157039165497,0.0
1749510506178112259,,10552,,1748040120,99682569,'',1,2531,,0.0,0.0,2.0,,0.91,-0.42,0.0,,0.0,0.0,0.0,-0.4288274049758911,0.0
1749510506197206950,,10553,,1748040120,109585046,'',1,2531,,0.0,0.0,2.0,,0.9,-0.43,0.0,,0.0,0.0,0.0,-0.4429645538330078,0.0
1749510506217496406,,10554,,1748040120,119575977,'',1,2531,,0.0,0.0,2.0,,0.9,-0.44,0.0,,0.0,0.0,0.0,-0.4571017324924469,0.0
