time,state_x,state_y,state_z,state_v_x,state_v_y,state_v_z,state_phi,state_theta,state_psi,state_omega_x,state_omega_y,state_omega_z,state_wx,state_wy,control_PWM1,control_PWM2,control_PWM3,control_PWM4,output_x,output_y,output_z,output_v_x,output_v_y,output_v_z,output_phi,output_theta,output_psi,output_omega_x,output_omega_y,output_omega_z,output_wx,output_wy,output_Ax,output_Ay,output_Az,output_Axt,output_Ayt,output_rx,output_ry,output_Wax,output_Way
0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,1.5,2.0,3.968873725554514,2.4674774783186533,2.6324020707411964,5.552798817688167,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,1.5,2.0,-0.10055287750457902,0.057003720265975895,-2.9903411751878206,-0.10055287750457902,0.057003720265975895,0.5,0.0,2.8888841707065547,-1.6377168832414872
0.05,0.0036053630592870955,-0.049746478483828446,1.9962642345218586,0.9951822101602208,8.303569143910989e-05,-0.1493877870165435,-0.00433301002547087,0.0017698865602355323,-1.4967267915078748,-0.17348036730956284,0.07042448233945534,0.13106640330009206,1.5,2.0,5.887130465414247,3.86817741868678,4.852502088786934,7.477520942077935,0.0036053630592870955,-0.049746478483828446,1.9962642345218586,0.9951822101602208,8.303569143910989e-05,-0.1493877870165435,-0.00433301002547087,0.0017698865602355323,-1.4967267915078748,-0.17348036730956284,0.07042448233945534,0.13106640330009206,1.5,2.0,-0.08195625651988807,-0.028019484091413582,0.49593736059122234,-0.08196709246729536,0.10184927358455614,0.49852228625364564,4.159554131319616e-05,2.8786956829857773,-1.6438077750635243
0.1,0.007459238048387099,-0.09927035349929436,1.989414015752786,0.9921377707086343,-0.0030505002162544547,-0.12464143319229487,-0.017524312333075304,0.006143868543403853,-1.485397493402821,-0.35614951177836635,0.09914053820048782,0.32389476331351613,1.5,2.0,6.3722659233215735,4.573861413898046,6.293487295213289,7.49370543935917,0.007459238048387099,-0.09927035349929436,1.989414015752786,0.9921377707086343,-0.0030505002162544547,-0.12464143319229487,-0.017524312333075304,0.006143868543403853,-1.485397493402821,-0.35614951177836635,0.09914053820048782,0.32389476331351613,1.5,2.0,-0.029546692776670453,-0.05546146406961744,1.7282522342555346,-0.028576098976870974,0.2602122617231476,0.49870854575899504,-0.0015333662033642395,2.8569066368895983,-1.6681742420811534
0.15000000000000002,0.011953585015942974,-0.14865956481601153,1.9853387638784228,0.992049159822665,-0.005567407758785055,-0.03845196564827958,-0.03810804365522323,0.010872019233119623,-1.464003053615033,-0.47472960601495817,0.06526795744512273,0.5366036964898386,1.5,2.0,6.027076778236654,4.857229882915401,6.896157193048154,6.742988702105941,0.011953585015942974,-0.14865956481601153,1.9853387638784228,0.992049159822665,-0.005567407758785055,-0.03845196564827958,-0.03810804365522323,0.010872019233119623,-1.464003053615033,-0.47472960601495817,0.06526795744512273,0.5366036964898386,1.5,2.0,0.023207924105950975,-0.01639784774158809,1.6203768728430743,0.02607959650866812,0.4953017291227377,0.4996875988482012,-0.002804260844587019,2.8207695973457096,-1.710202724002563
0.2,0.017698565022845555,-0.19797351147750217,1.9854352319825341,0.9941956489032115,-0.005547622848907423,0.042167376039515495,-0.062453850137214856,0.013943972826536805,-1.4321186956878356,-0.5150898184843401,-0.00777063265903346,0.7430034205408932,1.5,2.0,5.366375286096659,4.917701922635235,6.874040750949544,5.886907981866988,0.017698565022845555,-0.19797351147750217,1.9854352319825341,0.9941956489032115,-0.005547622848907423,0.042167376039515495,-0.062453850137214856,0.013943972826536805,-1.4321186956878356,-0.5150898184843401,-0.00777063265903346,0.7430034205408932,1.5,2.0,0.04938933711188582,0.04115793125299294,0.9149973137468885,0.053246317349102186,0.7323716410136332,0.5007444377374469,-0.0027941595674052314,2.7676446213358883,-1.7676142340124816
0.25,0.025322369775211163,-0.24716070117517713,1.9886789458108076,0.9970053102940487,-0.0039029327492976482,0.08740252908257938,-0.08705193804524737,0.014689598070508715,-1.390250144617677,-0.49279209863049894,-0.08877791848707584,0.9288639431973291,1.5,2.0,4.75228622000282,4.889293621859843,6.556663934476861,5.257914307712311,0.025322369775211163,-0.24716070117517713,1.9886789458108076,0.9970053102940487,-0.0039029327492976482,0.08740252908257938,-0.08705193804524737,0.014689598070508715,-1.390250144617677,-0.49279209863049894,-0.08877791848707584,0.9288639431973291,1.5,2.0,0.04933650695695344,0.09191025525535568,0.15538498373217066,0.05263323812271647,0.9340611940510885,0.5013405066686408,-0.0019625755869338564,2.6951464799818026,-1.8386553868453557
0.30000000000000004,0.03533466722797287,-0.29605013224516574,1.9932342820266187,0.9993197999793179,-0.0022201256961628542,0.09462640134495477,-0.10948122619548491,0.013557106643842897,-1.339355708598951,-0.4329221150761495,-0.15719778267769602,1.092198613756941,1.5,2.0,4.371086980579038,4.840383468908587,6.2123118490226785,4.957740975438789,0.03533466722797287,-0.29605013224516574,1.9932342820266187,0.9993197999793179,-0.0022201256961628542,0.09462640134495477,-0.10948122619548491,0.013557106643842897,-1.339355708598951,-0.4329221150761495,-0.15719778267769602,1.092198613756941,1.5,2.0,0.03539045976416326,0.13977879526779013,-0.3649011368564394,0.03753601548825654,1.1055332661750519,0.5013559163568372,-0.0011138307805470533,2.601923760343672,-1.920985495986259
0.35000000000000003,0.048113751671099735,-0.3443856957981409,1.9975008089538118,1.000705111998566,-0.0011935781544815671,0.0758624897964519,-0.12855682812569755,0.01147200225899113,-1.2803862899633316,-0.3592553025388017,-0.20675152120939325,1.239578883440066,1.5,2.0,4.26158794819811,4.7932431536559665,5.968204856311495,4.937293782094449,0.048113751671099735,-0.3443856957981409,1.9975008089538118,1.000705111998566,-0.0011935781544815671,0.0758624897964519,-0.12855682812569755,0.01147200225899113,-1.2803862899633316,-0.3592553025388017,-0.20675152120939325,1.239578883440066,1.5,2.0,0.01805991300994815,0.19227664329917737,-0.5803467757017756,0.01933764141301471,1.2635339714377307,0.5009785765857506,-0.0005975357552454269,2.487440525525367,-2.0110736268552216
0.4,0.06395325399219856,-0.39185433650971774,2.000560612005293,1.0012075995650633,-0.0006681992028530548,0.046375811902081204,-0.14410090568242448,0.009296731825453493,-1.2140049659085645,-0.2896056852627497,-0.24123554249603604,1.3788751046849117,1.5,2.0,4.371524962643843,4.7538033017602075,5.836617664215884,5.082261113786057,0.06395325399219856,-0.39185433650971774,2.000560612005293,1.0012075995650633,-0.0006681992028530548,0.046375811902081204,-0.14410090568242448,0.009296731825453493,-1.2140049659085645,-0.2896056852627497,-0.24123554249603604,1.3788751046849117,1.5,2.0,0.0033891697643218172,0.24774645365468673,-0.5600638983310195,0.0041687068914597605,1.415779118915532,0.5004635168546517,-0.0003340059775461015,2.351348044600031,-2.1047406263499746
0.45,0.08309738272433516,-0.43809639781610216,2.0021722674804643,1.0010908408192898,-0.00030723019982234625,0.017953781702356075,-0.156598789190217,0.007552183385106623,-1.140590912896172,-0.23451452249160212,-0.26835736125543197,1.513844277532922,1.5,2.0,4.610746858931003,4.728744132465321,5.779704569276261,5.28231607932206,0.08309738272433516,-0.43809639781610216,2.0021722674804643,1.0010908408192898,-0.00030723019982234625,0.017953781702356075,-0.156598789190217,0.007552183385106623,-1.140590912896172,-0.23451452249160212,-0.26835736125543197,1.513844277532922,1.5,2.0,-0.0057447010307081535,0.2998977837408614,-0.41183190304601913,-0.005357819091047706,1.5605289537769833,0.5000023509860435,-0.00015344843438919723,2.1932647779558287,-2.1977423950254797
