time,state_x,state_y,state_z,state_v_x,state_v_y,state_v_z,state_phi,state_theta,state_psi,state_wx,state_wy,control_u_thrust,control_u_phi,control_u_theta,control_u_psi,output_x,output_y,output_z,output_v_x,output_v_y,output_v_z,output_phi,output_theta,output_psi,output_wx,output_wy,output_Ax,output_Ay,output_Az,output_rx,output_ry,output_Wax,output_Way
0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,31.713537289733555,0.14550192830887046,-0.26655927425360787,-0.0017856978340056546,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.728667070136838e-18,0.06961364427427777,1.2284745178327725,0.5,0.0,-2.220446049250313e-16,-2.0
0.1,0.0995100322169225,8.025637643724349e-05,2.0061309951051847,0.9853058918042388,-0.0008941862935278682,0.12246439338804412,0.014550192830887041,-0.026655927425360784,-0.00017856978340056545,1.0,2.0,39.21373600426954,-0.11957303483506392,3.1796549637770606,-0.02673395947012438,0.0995100322169225,8.025637643724349e-05,2.0061309951051847,0.9853058918042388,-0.0008941862935278682,0.12246439338804412,0.014550192830887041,-0.026655927425360784,-0.00017856978340056545,1.0,2.0,-0.36324761333955513,-0.12893839748834265,3.828499676541377,0.49114733494887136,-0.0004457267724339131,-0.014336952687274862,-2.0010727241888118
0.2,0.20342865817457043,-0.000407907613260691,2.0371200631690414,1.164492850270891,-0.0028371424124256418,0.48760845279803433,0.002592889347380647,0.2913095689523452,-0.0028519657304130024,1.0,2.0,29.675130121110357,0.027512569419607655,-6.440440011068457,0.013343568354767505,0.20342865817457043,-0.000407907613260691,2.0371200631690414,1.164492850270891,-0.0028371424124256418,0.48760845279803433,0.002592889347380647,0.2913095689523452,-0.0028519657304130024,1.0,2.0,2.9606169110154017,0.043029535155328494,0.06679023581544247,0.5716368275610374,-0.001392722237496423,0.17020084085087417,-2.00568097057365
0.30000000000000004,0.32376501578015027,-0.0008679401787068827,2.0876452055356727,1.1325955601451998,-0.0015661261114306912,0.5195006482066915,0.005344146289341413,-0.3527344321545006,-0.0015176088949362513,1.0,2.0,0.9101435444890561,-0.14649018733361685,-20.594686758510246,0.03243353108713986,0.32376501578015027,-0.0008679401787068827,2.0876452055356727,1.1325955601451998,-0.0015661261114306912,0.5195006482066915,0.005344146289341413,-0.3527344321545006,-0.0015176088949362513,1.0,2.0,-0.11415997222133478,0.06802792413329016,-9.530798755591784,0.5425230097250098,-0.0007501878706582405,0.1356319283381432,-2.0030814312875074
0.4,0.43579865227501857,-0.0008486120660241034,2.0912370984346764,1.1062742244781105,0.001823664069067473,-0.45668736912042057,-0.009304872444020264,-2.412203108005526,0.0017257442137777342,1.0,2.0,-22.118512914497405,-0.020356908254128416,-8.551865046027311,-0.0034259317244956515,0.43579865227501857,-0.0008486120660241034,2.0912370984346764,1.1062742244781105,0.001823664069067473,-0.45668736912042057,-0.009304872444020264,-2.412203108005526,0.0017257442137777342,1.0,2.0,5.126759402551257,-0.002144869486856624,-4.0543070977758005,0.5290046859374167,0.0008720503621672138,0.10282422685993065,-1.9964476143814023
0.5,0.562624873683214,-0.0004854654297496802,2.0306576318531873,1.3272646475999947,0.0012612472966495954,-0.7227333103356233,-0.01134056326943309,-3.2673896126082544,0.0013831510413281674,1.0,2.0,-35.62889253810884,0.061839010649779716,1.760963693292304,-0.01444240312783304,0.562624873683214,-0.0004854654297496802,2.0306576318531873,1.3272646475999947,0.0012612472966495954,-0.7227333103356233,-0.01134056326943309,-3.2673896126082544,0.0013831510413281674,1.0,2.0,-1.5671273815907563,-0.07111301095207145,2.5176550987671846,0.6536132072587377,0.000621102876657044,0.3244993029526255,-1.9973536889965433
0.6000000000000001,0.6911465832029202,-0.0004079069392082259,1.9712560352836377,1.2795373834946875,-0.00015245832647055703,-0.46406535913176067,-0.005156662204455112,-3.091293243279024,-6.108927145513608e-05,1.0,2.0,-38.18059935656614,0.002577984120168689,0.031088920174213476,0.0007680344755550654,0.6911465832029202,-0.0004079069392082259,1.9712560352836377,1.2795373834946875,-0.00015245832647055703,-0.46406535913176067,-0.005156662204455112,-3.091293243279024,-6.108927145513608e-05,1.0,2.0,0.6584268888560516,0.0010921591731614156,3.4786216640456744,0.6490975097055716,-7.734070244640763e-05,0.27965956390347124,-2.0002135438659887
0.7000000000000001,0.8224573648707264,-0.0004199262729405389,1.942218958577888,1.347326554503441,2.6856038454037136e-05,-0.11691290118700967,-0.004898863792438243,-3.0881843512616025,1.5714176100370474e-05,1.0,2.0,-35.16075576340922,-0.013044217956930873,-0.14861342644991943,0.0008430105767413983,0.8224573648707264,-0.0004199262729405389,1.942218958577888,1.347326554503441,2.6856038454037136e-05,-0.11691290118700967,-0.004898863792438243,-3.0881843512616025,1.5714176100370474e-05,1.0,2.0,0.6412222794574217,0.009658433201310919,2.4148139832799265,0.6937047692552476,1.382750298848972e-05,0.34729512627470904,-1.999957429538511
0.8,0.9600898024871248,-0.0003933568786634803,1.9426026455701055,1.4022649022866038,7.778766993931333e-05,0.12458439405188831,-0.006203285588131329,-3.1030456939065942,0.0001000152337745103,1.0,2.0,-30.882007182246955,-0.008596436357732665,0.13168787699457563,-0.0007434386002177232,0.9600898024871248,-0.0003933568786634803,1.9426026455701055,1.4022649022866038,7.778766993931333e-05,0.12458439405188831,-0.006203285588131329,-3.1030456939065942,0.0001000152337745103,1.0,2.0,0.40023784329320056,0.00292848494482384,0.9265174210820079,0.7218485496683106,4.00430165771161e-05,0.40206487682091163,-1.9998221870934059
0.9,1.1025507625809914,-0.0003721587288191106,1.95967833544722,1.4492814030162269,1.4512378986813563e-05,0.21676862744355255,-0.007062929223904594,-3.089876906207138,2.5671373752738003e-05,1.0,2.0,-27.637982958570063,-0.005253442584795692,0.0531793496566158,-0.000412567420151736,1.1025507625809914,-0.0003721587288191106,1.95967833544722,1.4492814030162269,1.4512378986813563e-05,0.21676862744355255,-0.007062929223904594,-3.089876906207138,2.5671373752738003e-05,1.0,2.0,0.4816300960405893,0.0016681124238756056,-0.2107425171517737,0.7395506582897876,7.405490342118662e-06,0.44923006059823645,-1.9999598155882439
