x,y,z,v_x,v_y,v_z,phi,theta,psi,omega_x,omega_y,omega_z,wx,wy,Ax,Ay,Az,rx,ry,Wax,Way
0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.7853981633974483,0.0,0.0,0.0,1.5,2.0,-0.04711289211950136,0.0861424898765373,-1.4059952757490544,0.5,0.0,1.353553390593274,-2.4748737341529163
0.07084264279099786,-0.07026712802469053,1.9929781504896702,0.995906352334351,0.0057882625912011945,-0.14035643540115192,0.003314709683805456,0.002127397860833269,-0.7835063427275304,0.06623851744543333,0.04262974054753746,0.037772896762785,1.5,2.0,-0.023277914732487272,0.01190149623228881,1.1519819400231561,0.49970761199246416,0.0029043281732812933,1.3447770957536977,-2.469749902007768
0.14186399704440286,-0.14001829083772352,1.9846949538025158,0.9955720453822572,0.005125543930630098,-0.025383809457861985,0.00951584767993117,0.005451322653822535,-0.7813438279032918,0.057645941815044226,0.024077431622495853,0.005060490667563063,1.5,2.0,0.011919117391937144,-0.02119809688194328,0.9225492476977399,0.5016247174281475,0.0025825348730846363,1.3390885892536541,-2.4711612698465326
0.21285827991933567,-0.2099468991831047,1.9867629045202042,0.9976538128267449,0.002241912308281213,0.06668082641149894,0.012985222365379141,0.006769191771474962,-0.7823425689755952,0.011875568514649437,0.0020237593790797723,-0.025330960445182755,1.5,2.0,0.020270985113739717,-0.017018404478729723,0.09956240916201156,0.502150412893719,0.0011284246868010787,1.3436433543086388,-2.4737005824167375
0.2836970680084723,-0.28034714312143644,1.993928106067309,0.9998380195669404,0.00028433306607218397,0.07661789989725136,0.012560380814063058,0.007161304328419656,-0.7847006522308119,-0.020044766252768947,0.00520830574989761,-0.021927919795829073,1.5,2.0,0.020591759809409284,-0.010312100506850608,-0.3668900655757697,0.5014413591566018,0.00014259945742626777,1.3516650722288863,-2.474835406464767
0.35445191502176443,-0.3511457338644135,1.9997579227766251,1.0020813106046549,-0.0005645211251409123,0.04000328959783259,0.010336459174314378,0.007504085800061171,-0.7860829640775885,-0.02423192828594487,0.0013211913785219462,-0.0057957289440894915,1.5,2.0,0.02335943767617055,-0.005231192473933346,-0.4033002791598652,0.5011013079089515,-0.00028229473113279915,1.3573294133820981,-2.475195561396201
0.4252781698615199,-0.42218009326452727,2.001744516966951,1.0038295707431715,-0.0006363158266733838,-0.00024332082752559622,0.008491887544400981,0.005576894134498366,-0.7861616827961613,-0.01264377938173188,-0.03988271211266078,0.0045693301944858405,1.5,2.0,0.006085601779447899,0.00021470107074822269,-0.23478098916437132,0.5014773674835272,-0.0003178806392523714,1.3592724722041725,-2.475239383755141
0.49615384588784806,-0.4931981758752604,2.0005481031447068,1.0019037411812686,-0.000256122282880968,-0.023667858708211618,0.007828755676102913,-0.0003791977815811793,-0.7856467614332167,-0.0006438745090003184,-0.07915207753968544,0.006683364684060524,1.5,2.0,-0.05091580430452056,0.0027309378967274,-0.016109290207457754,0.5008146215561392,-0.0001280260556986176,1.3560723695923165,-2.475041887283447
0.5667431421838389,-0.5637937248776835,1.998100664991202,0.9939800196121331,0.0001657331955613411,-0.025282649560709424,0.008053178564662946,-0.005141004549809834,-0.7851831952718274,0.005156010514187998,-0.016007878572281087,0.0033365802551368886,1.5,2.0,-0.09853139216887559,0.0018909795714739282,0.23690438457211765,0.497462433714024,8.294536830158697e-05,1.3470013830726453,-2.4747839464828925
0.63675817328287,-0.6337310312370047,1.9967556654841663,0.9866245727034663,0.0003298464218445255,-0.0016290717105026443,0.008616938200045207,0.0030719611821182517,-0.7850983993709125,0.0061347786333672116,0.1802747535153392,-0.0030238397068775447,1.5,2.0,-0.015226045458125666,0.0010733828118500586,0.4103599265678205,0.4941138216148409,0.00016519117864355502,1.3394360693072498,-2.4746497591232597
0.706753528072257,-0.7036654858449479,1.9986389775401305,0.996387735466162,0.00016547741725995557,0.03921104673135079,0.009161465830134016,0.027219098407195347,-0.7854207200484425,0.004877914792371601,0.3025909263921373,-0.007729957145181854,1.5,2.0,0.22966227692500718,0.0007811168990955525,0.3500425338027476,0.4985331251232218,8.279505159236941e-05,1.3499969508325624,-2.4747002811256067
0.7782633152571634,-0.7752138787161597,2.004296293068287,1.0290573512013017,-0.0003085449680801792,0.07383196954441154,0.009438303746699604,0.04090084757488231,-0.7858157510273588,0.0009222239410038339,-0.02904104402899748,-0.002707399444289312,1.5,2.0,0.350368967753896,-0.0030303447475278533,-0.07423557100853594,0.5134257618298361,-0.00015394179450775792,1.3836441875952932,-2.475034423819332
0.8519169801000657,-0.8490120614045162,2.0113212107630187,1.0488536358900755,-0.0009399652976415521,0.0668363166244355,0.009178938423274238,-0.004432421735280971,-0.7857030581879744,-0.005990764135388767,-0.8775647649550696,0.013429930388000742,1.5,2.0,-0.08319895311558519,0.0008272071276559413,-2.063426244438326,0.5214749540140237,-0.00046733723714123467,1.4031615861471023,-2.4757057878321023
0.9248163571569278,-0.9219700101534083,2.00765711075097,0.9985719025577675,0.00013074381263579918,-0.14093087543542238,0.008326231806865198,-0.12346270166942795,-0.7849938835362655,-0.009960468211473894,-1.502826616656645,0.021588592787642007,1.5,2.0,-1.0075019007834145,-0.0007004839043513109,-2.0651761241329814,0.49738169790569897,6.512258091068851e-05,1.3511247226758356,-2.474885722602648
0.9907705754607045,-0.9876879363858935,1.9829807865224591,0.848602556999255,0.00223900283822101,-0.3552945726613251,0.007598239351153577,-0.2412326961505841,-0.7846396700860236,-0.0037776417752042215,-0.8524410031129972,0.004056804804066125,1.5,2.0,-4.234505229277807,-0.050851340988884434,7.244376085873836,0.42794290432205545,0.0011291096986106128,1.200278670896779,-2.472902187258606
1.0349800594919252,-1.0318450688889624,1.983317891477748,0.4009367430029253,-0.002317824693627938,0.3615144841000453,0.007979011142312415,-0.2427013121220994,-0.7851411821021189,0.008925921735381911,0.8229931757422895,-0.013630054859149693,1.5,2.0,-1.8951328996815724,0.029849623467675196,-2.2738566921689154,0.20215455360219223,-0.0011686602049966648,0.7538541256709954,-2.477282333734256
1.0574419124633325,-1.054469720473084,2.0083880436933144,0.2514975929217644,-0.00020515513461680354,0.14281920868057232,0.009017673695792561,-0.1269814868625229,-0.7854362386916576,0.01062550021969981,1.4912711169020487,-0.011896075431334687,1.5,2.0,-0.9942974890599664,0.019889338462775113,-2.191810715853577,0.12522360592192844,-0.00010214915153524545,0.6051452148042955,-2.475065425844224
1.0729571468803079,-1.0699112234165558,2.011885925877466,0.20149542223663436,0.00114711696791992,-0.07175694538353192,0.009613702754553172,-0.00825699260370964,-0.7852378813165607,0.0014186130162458176,0.883152708088498,-0.006421938043182104,1.5,2.0,-0.0998292899400773,-0.006338827161361443,-0.05645274454688915,0.10015250847224547,0.0005701699848710931,0.554652130378108,-2.4737832536677224
1.0876807668686874,-1.0845208655589536,2.0044209321192428,0.220810737415149,0.00043460336156326163,-0.07768123105359473,0.009380839275575618,0.03779082167594097,-0.7852290116744383,-0.00610220854966682,0.03776320249388693,-0.0022414774230072173,1.5,2.0,0.3652242189864933,-0.009015243421040781,0.38086625283663317,0.11016185965574071,0.0002168224022205567,0.5739454937960657,-2.4744988995503414
1.1045354425774763,-1.1013611352389427,1.9985577961630154,0.25346526464935887,-0.0001629372899726012,-0.03952943766896057,0.008782026401375518,0.02469460897335752,-0.7854153284129785,-0.005745205995790319,-0.29971092714025555,0.0008666624860262609,1.5,2.0,0.23084452660718524,-0.0036936264781870748,0.39292702101389915,0.12682408541598392,-8.152743457578296e-05,0.6070611364366272,-2.4750306023288533
1.1229300543162697,-1.1197929127632,1.9965756435253643,0.26323651924749175,-0.0002748817045552643,-8.659317563509874e-05,0.008438897061082938,0.0006077292023851228,-0.7854928168954644,-0.001090993638737063,-0.1820222811962213,0.0017157071277242495,1.5,2.0,-0.015405239293248144,0.001379542406168837,0.18110733440783242,0.13184400005135474,-0.00013767657912019013,0.6170241637127085,-2.4751151397058173
1.1413187911672118,-1.1382104594688396,1.9974709649925613,0.25589965248772517,-0.0001068794248861413,0.017976146239790887,0.008497356911369748,-0.00772747615267148,-0.7854393736568317,0.0022636544225802073,0.015333150868378767,0.0007577549141620009,1.5,2.0,-0.09680918035160846,0.002823695902601457,-0.02852880584219484,0.12811182589013412,-5.35073734533805e-05,0.609555032969278,-2.474966041449353
