t_sim,states_x,states_y,states_z,states_v_x,states_v_y,states_v_z,states_phi,states_theta,states_psi,states_omega_x,states_omega_y,states_omega_z,states_wx,states_wy,controls_PWM1,controls_PWM2,controls_PWM3,controls_PWM4,outputs_x,outputs_y,outputs_z,outputs_v_x,outputs_v_y,outputs_v_z,outputs_phi,outputs_theta,outputs_psi,outputs_omega_x,outputs_omega_y,outputs_omega_z,outputs_wx,outputs_wy,outputs_Ax,outputs_Ay,outputs_Az,outputs_rx,outputs_ry,outputs_Wax,outputs_Way
0.0,-0.3747484982013702,0.3334181904792785,1.8827741146087649,-0.5348237384009089,0.2683345037923105,0.07605678825089673,0.026302236440246245,-0.022895238044659077,0.007962062116253221,-0.02916664252585832,-0.1372613018705669,-0.11616433383264382,1e-12,1e-12,2.9756003345367708,2.635176118123071,2.5014920393653197,4.267770981049079,-0.3747484982013702,0.3334181904792785,1.8827741146087649,-0.5348237384009089,0.2683345037923105,0.07605678825089673,0.026302236440246245,-0.022895238044659077,0.007962062116253221,-0.02916664252585832,-0.1372613018705669,-0.11616433383264382,1e-12,1e-12,-0.14551697879010822,-0.22495308360687344,-4.041965549080159,-0.2840615527115656,0.1425208163370515,-0.5348237384019169,0.2683345037913185
0.030000000000000002,-0.39091058112271343,0.3412683655611123,1.8832375166948419,-0.5392812841020542,0.26211548782587346,-0.04514351277890128,0.024749105618370276,-0.026303057850376736,0.005169769102906298,-0.07891485037877087,-0.09463511492837053,-0.06403000018633026,9.999999999996046e-13,1.000000000000266e-12,4.69639529632898,4.557181276504716,4.310665838359665,6.231595080658116,-0.39091058112271343,0.3412683655611123,1.8832375166948419,-0.5392812841020542,0.26211548782587346,-0.04514351277890128,0.024749105618370276,-0.026303057850376736,0.005169769102906298,-0.07891485037877087,-0.09463511492837053,-0.06403000018633026,9.999999999996046e-13,1.000000000000266e-12,-0.24118261209464203,-0.2729950367464953,-0.581444406010291,-0.2863586134629023,0.1391834463269916,-0.5392812841030594,0.26211548782487865
0.060000000000000005,-0.40723304792009035,0.3489444531840422,1.8816216528412022,-0.5465968858486613,0.2547853478705748,-0.06257698509630798,0.021683530805517208,-0.028317950122234547,0.004070655298768108,-0.12743087135220055,-0.04140364074279072,-0.006036365392461423,9.999999999993614e-13,1.0000000000000157e-12,5.572813247313282,5.8226730479523985,5.500994586502217,6.700131830081544,-0.40723304792009035,0.3489444531840422,1.8816216528412022,-0.5465968858486613,0.2547853478705748,-0.06257698509630798,0.021683530805517208,-0.028317950122234547,0.004070655298768108,-0.12743087135220055,-0.04140364074279072,-0.006036365392461423,9.999999999993614e-13,1.0000000000000157e-12,-0.29409108571008485,-0.250864216999892,1.19090900812978,-0.29049245103196675,0.13540732138464456,-0.5465968858496654,0.25478534786957885
0.09000000000000001,-0.4237946076496511,0.3564159143629173,1.880280158797115,-0.5554148216213617,0.24822684401293213,-0.02685861828986756,0.01751548019217257,-0.028918060145078795,0.004421317110588669,-0.14976352522468278,0.0018260802350871675,0.030211771000407894,9.999999999994981e-13,9.999999999999816e-13,5.893606209741601,6.505644358765936,6.174556824055361,6.371346476007713,-0.4237946076496511,0.3564159143629173,1.880280158797115,-0.5554148216213617,0.24822684401293213,-0.02685861828986756,0.01751548019217257,-0.028918060145078795,0.004421317110588669,-0.14976352522468278,0.0018260802350871675,0.030211771000407894,9.999999999994981e-13,9.999999999999816e-13,-0.30938960581925484,-0.1953384770226516,1.818991045337453,-0.29538939664006303,0.13201588223519417,-0.5554148216223661,0.24822684401193656
0.12000000000000001,-0.44063162606379147,0.3637005052164449,1.8802927996799472,-0.5646238414751727,0.24319567024668137,0.027696418177111375,0.013139938362667246,-0.02851744382139464,0.005432914658703645,-0.14000177239755113,0.02590395740239197,0.036798540678413406,9.999999999995377e-13,1.0000000000000256e-12,5.862684683001302,6.714884702157571,6.441648509434616,5.75984086885991,-0.44063162606379147,0.3637005052164449,1.8802927996799472,-0.5646238414751727,0.24319567024668137,0.027696418177111375,0.013139938362667246,-0.02851744382139464,0.005432914658703645,-0.14000177239755113,0.02590395740239197,0.036798540678413406,9.999999999995377e-13,1.0000000000000256e-12,-0.3007871954651828,-0.13926475937219965,1.7405754606420758,-0.30028506282174766,0.1293392551883817,-0.5646238414761782,0.2431956702456868
0.15000000000000002,-0.4577473507316091,0.37083818139881686,1.8819068013943832,-0.5735660547254017,0.23954707163154437,0.07989837920252034,0.00945684532076461,-0.027674587907902514,0.006292690345571268,-0.10392343922284232,0.030942439944059135,0.019867255393232017,9.999999999995967e-13,1.0000000000000262e-12,5.634372293945545,6.588226676548652,6.412389410826403,5.184923191327592,-0.4577473507316091,0.37083818139881686,1.8819068013943832,-0.5735660547254017,0.23954707163154437,0.07989837920252034,0.00945684532076461,-0.027674587907902514,0.006292690345571268,-0.10392343922284232,0.030942439944059135,0.019867255393232017,9.999999999995967e-13,1.0000000000000262e-12,-0.2826385354128599,-0.10189386991434045,1.292346936062452,-0.3047792028279098,0.1272895509246547,-0.573566054726408,0.2395470716305507
0.18000000000000002,-0.4751267815508439,0.3778689068099897,1.884885186169123,-0.5820013386180372,0.23668584196657455,0.1186561565091108,0.007103911807867325,-0.026870640139422353,0.006473351797965085,-0.05260452716124917,0.022767113046766273,-0.008266563369606806,9.99999999999528e-13,1.0000000000000276e-12,5.331113805106777,6.271037695342746,6.191002589728339,4.800463603447633,-0.4751267815508439,0.3778689068099897,1.884885186169123,-0.5820013386180372,0.23668584196657455,0.1186561565091108,0.007103911807867325,-0.026870640139422353,0.006473351797965085,-0.05260452716124917,0.022767113046766273,-0.008266563369606806,9.99999999999528e-13,1.0000000000000276e-12,-0.26483299425532303,-0.08794507242954426,0.7197212621685013,-0.3087728328964736,0.12557042927777443,-0.5820013386190436,0.23668584196558104
0.21000000000000002,-0.4927495156970572,0.3848200085962124,1.8887686698644168,-0.5899503080756825,0.2339692874409763,0.14023994495539222,0.006365755207363011,-0.026384995842619482,0.005816283214620039,0.002231894939783985,0.009321805773094249,-0.03573584664598512,9.999999999993117e-13,9.999999999999497e-13,5.045257007615581,5.890864305224618,5.869851485786616,4.641873557153374,-0.4927495156970572,0.3848200085962124,1.8887686698644168,-0.5899503080756825,0.2339692874409763,0.14023994495539222,0.006365755207363011,-0.026384995842619482,0.005816283214620039,0.002231894939783985,0.009321805773094249,-0.03573584664598512,9.999999999993117e-13,9.999999999999497e-13,-0.251789653023593,-0.09304679743746587,0.1849546180922446,-0.31234651309523864,0.12387397735571902,-0.5899503080766882,0.23396928743998213
0.24000000000000002,-0.510597546430486,0.39170243163141133,1.8930590721779463,-0.597537084810963,0.23092111767044782,0.1457857892327452,0.007200282099110257,-0.02626763715526887,0.004458146236789871,0.051021495852171896,-0.0021097161959223697,-0.054823902881556565,9.999999999984421e-13,1.0000000000003568e-12,4.835362510157066,5.539376668787995,5.524518916320305,4.673205723338291,-0.510597546430486,0.39170243163141133,1.8930590721779463,-0.597537084810963,0.23092111767044782,0.1457857892327452,0.007200282099110257,-0.02626763715526887,0.004458146236789871,0.051021495852171896,-0.0021097161959223697,-0.054823902881556565,9.999999999984421e-13,1.0000000000003568e-12,-0.24396541282596673,-0.11013113678913791,-0.2234010984835599,-0.3156462963004648,0.12198304905761619,-0.5975370848119674,0.23092111766945228
0.27,-0.5286583462951786,0.39851231594450093,1.8973321267073826,-0.6048876430221545,0.22726783618888888,0.13908469505322946,0.009326240893709628,-0.026383167542808828,0.0026923495720842707,0.08761068014033606,-0.006562635176963132,-0.06278704533241464,9.999999999985252e-13,1.0000000000001078e-12,4.725903091786304,5.266854512063914,5.211265458420255,4.826035299910751,-0.5286583462951786,0.39851231594450093,1.8973321267073826,-0.6048876430221545,0.22726783618888888,0.13908469505322946,0.009326240893709628,-0.026383167542808828,0.0026923495720842707,0.08761068014033606,-0.006562635176963132,-0.06278704533241464,9.999999999985252e-13,1.0000000000001078e-12,-0.2397915114530684,-0.13338226049412144,-0.4762505922690484,-0.31880957187599646,0.11978284296660699,-0.6048876430231571,0.22726783618789156
