rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,position,x,y,z,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1748401228745326987,,7184,,1747960082,886370658,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228764489445,,7185,,1747960082,896321535,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228785754027,,7186,,1747960082,906385183,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228804677089,,7187,,1747960082,916366577,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228824892338,,7188,,1747960082,926354408,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228844915262,,7189,,1747960082,936357975,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228865002280,,7190,,1747960082,946453809,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228886093649,,7191,,1747960082,956403493,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228905369554,,7192,,1747960082,966406345,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228925324121,,7193,,1747960082,976350307,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228946342010,,7194,,1747960082,986572504,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228964731121,,7195,,1747960082,996508121,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401228984842488,,7196,,1747960083,6367206,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401229005032029,,7197,,1747960083,16345024,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401229025066759,,7198,,1747960083,26335239,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401229044770785,,7199,,1747960083,36378145,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401229065141772,,7200,,1747960083,46334981,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401229085122921,,7201,,1747960083,56364774,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401229104643022,,7202,,1747960083,66320419,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401229124539807,,7203,,1747960083,76323270,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
1748401229146467285,,7204,,1747960083,86619853,'',1,2531,,0.0,0.0,2.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.5707963705062866,0.0
