rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1748401228781218047,,35553,,1747960082,898104640,"""base_link""",,,-0.0330473929643631,0.0840819701552391,0.023642590269446373,,-0.36545653624678864,0.013625019116620729,2.30177046822819
1748401228851129480,,35554,,1747960082,930106688,"""base_link""",,,-0.05656004324555397,0.1390923261642456,0.010878423228859901,,-0.7212903417309148,-0.13399113279147645,2.5055048488501845
1748401228919142788,,35555,,1747960082,973106688,"""base_link""",,,-0.09589206427335739,0.18064354360103607,0.08451825380325317,,-0.45108580227143835,-0.12070953841424598,2.5520583426676198
1748401228983026334,,35556,,1747960083,4106688,"""base_link""",,,-0.0965244397521019,0.2202194482088089,0.11006118357181549,,-0.2233340629610921,-0.04126450322857911,2.5111360243022376
1748401229050750448,,35557,,1747960083,36106688,"""base_link""",,,-0.1135227307677269,0.2581914961338043,0.1460062712430954,,-0.29718943885375165,0.28735844223314183,2.3589489068064013
1748401229117181961,,35558,,1747960083,68106688,"""base_link""",,,-0.12168088555335999,0.3283363878726959,0.18925505876541138,,-0.11177992130067656,0.39510944502174056,2.344386892009135
1748401229182642755,,35559,,1747960083,100106688,"""base_link""",,,-0.14011485874652863,0.3219432234764099,0.23155301809310913,,-0.27780960024310875,0.5211842997301765,2.2035540352132537
1748401229248525451,,35560,,1747960083,132107456,"""base_link""",,,-0.10850779712200165,0.4163806140422821,0.2870064973831177,,0.012734745864873442,0.5598261124615364,2.012367491064369
1748401229318743458,,35561,,1747960083,164107456,"""base_link""",,,-0.14203891158103943,0.44578129053115845,0.25261595845222473,,0.0027840329486978482,0.5919340416288417,1.9355031349510887
1748401229380436764,,35562,,1747960083,196107456,"""base_link""",,,-0.15797008574008942,0.5049757361412048,0.3365495204925537,,-0.018394863321998547,0.5345891170205442,1.7849096515604406
1748401229448301113,,35563,,1747960083,238107712,"""base_link""",,,-0.14552244544029236,0.5443711280822754,0.3263126611709595,,0.12782825903128908,0.46107143449412985,1.6474332883062566
1748401229520206032,,35564,,1747960083,270107712,"""base_link""",,,-0.1531984657049179,0.5877543687820435,0.3361985981464386,,0.15200052633368547,0.28246689857417995,1.6020480961221693
1748401229585862317,,35565,,1747960083,302107712,"""base_link""",,,-0.15948624908924103,0.6159646511077881,0.35682839155197144,,0.09519941714200131,0.33390660821190205,1.4689688359003914
1748401229649976627,,35566,,1747960083,334107968,"""base_link""",,,-0.13843542337417603,0.6727071404457092,0.31163033843040466,,0.18955174762790222,0.02093030010283428,1.3094106914583028
1748401229715725231,,35567,,1747960083,365107968,"""base_link""",,,-0.15789279341697693,0.6647937893867493,0.37316182255744934,,0.26001487168339,0.02596515407045827,1.2434781253607914
1748401229785423653,,35568,,1747960083,398107968,"""base_link""",,,-0.15911710262298584,0.7386071681976318,0.3006144165992737,,0.29664663218838405,-0.053202492814957564,1.13300023242205
1748401229851540061,,35569,,1747960083,440111808,"""base_link""",,,-0.14592820405960083,0.7835785150527954,0.3142930269241333,,0.1910071596371689,0.01727004362790152,1.0194578903868128
1748401229919377704,,35570,,1747960083,472111808,"""base_link""",,,-0.1422150731086731,0.7407429814338684,0.3874891698360443,,0.27007756765525537,-0.04347761565814236,0.9533246460793869
1748401229983374920,,35571,,1747960083,504111808,"""base_link""",,,-0.16389089822769165,0.8238466382026672,0.30795547366142273,,0.2889422827785437,-0.07927286824920907,0.8201151294013945
1748401230049201751,,35572,,1747960083,536113088,"""base_link""",,,-0.1456836462020874,0.8348225951194763,0.34696856141090393,,0.17039954384646186,-0.12083429769805079,0.7184272061125384
1748401230117327037,,35573,,1747960083,568113088,"""base_link""",,,-0.13131538033485413,0.8274112343788147,0.2656821012496948,,0.3104689704400361,0.023701328998164545,0.6432509149477091
1748401230185234983,,35574,,1747960083,600113088,"""base_link""",,,-0.15802088379859924,0.8460654616355896,0.3207288682460785,,0.24980233008123504,-0.060268473975428005,0.5357619232759299
1748401230252743447,,35575,,1747960083,632118720,"""base_link""",,,-0.14644336700439453,0.872632622718811,0.2927878797054291,,0.27265619939271507,0.1906746795718975,0.46109950677939454
1748401230319219501,,35576,,1747960083,663118720,"""base_link""",,,-0.1666405349969864,0.8495275974273682,0.28851693868637085,,0.16771452590816865,0.20552685051489264,0.4128510132306156
1748401230384809018,,35577,,1747960083,706118720,"""base_link""",,,-0.16439427435398102,0.9136624932289124,0.23554664850234985,,0.13896694525755354,0.15832426628429017,0.3470281332426873
1748401230450751182,,35578,,1747960083,738122304,"""base_link""",,,-0.12969519197940826,0.8586880564689636,0.2838594913482666,,0.19461684939573268,0.16789703145362903,0.27801680429985076
1748401230516748577,,35579,,1747960083,770122304,"""base_link""",,,-0.15865616500377655,0.8942294120788574,0.2727620303630829,,0.17734706674886075,0.15607755487628774,0.25691968427638096
1748401230582939464,,35580,,1747960083,802122304,"""base_link""",,,-0.13974760472774506,0.8884658813476562,0.24117758870124817,,0.2659592836829934,0.23549106421086796,0.19482611659794552
1748401230646215433,,35581,,1747960083,834122816,"""base_link""",,,-0.1486148089170456,0.8899232745170593,0.24649153649806976,,0.24924773219442475,0.29715588507003327,0.16354096870440846
1748401230718453055,,35582,,1747960083,865122816,"""base_link""",,,-0.10944529622793198,0.88714200258255,0.2225254625082016,,0.1280493560779181,0.2652923876441017,0.16162722258888282
1748401230782060987,,35583,,1747960083,897122816,"""base_link""",,,-0.1362641304731369,0.8823845386505127,0.23908108472824097,,0.1890869372355024,0.057849508304739825,0.08653133081440667
