rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1741821147477366183,,72571,,1741734305,886536192,"""base_link""",,-0.012942660365156266,0.026103836993318048,-0.13345609920156282,-0.9906263130426636,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.4955683946609497,0.13833385705947873,-0.30863872170448303,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-7.728532791137695,-0.9805204272270183,16.275257110595703,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147496331091,,72572,,1741734305,906536192,"""base_link""",,-0.012146570934147258,0.025713853521135758,-0.13333956316543027,-0.9906623485981405,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.30642664432525635,0.15341210365295407,-0.3007035255432129,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,4.380826473236084,1.6182726621627812,2.8857526779174805,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147517760536,,72573,,1741734305,926536192,"""base_link""",,-0.01135757271040021,0.025385957625166083,-0.1336179009529962,-0.9906427081667344,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.17541168630123138,-0.02314399555325509,-0.089063860476017,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,3.6714460849761963,-0.7027486562728875,5.806716442108154,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147541103011,,72574,,1741734305,946536192,"""base_link""",,-0.012303649604369332,0.02388846560959484,-0.13337479793078533,-0.9907012922861644,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.027006659656763077,0.07227147370576859,-0.029091523960232745,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,8.82364559173584,2.150791883468629,6.018642425537109,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147557774283,,72575,,1741734305,961536192,"""base_link""",,-0.013025324823065306,0.023121593164227,-0.13297870184848004,-0.9907635010345666,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.16031469404697418,0.17365087568759918,-0.04204903915524485,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-6.960127830505371,-2.095036029815672,14.299517631530762,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147577188827,,72576,,1741734305,981534912,"""base_link""",,-0.013200012314886324,0.02140872482586452,-0.13344404520288877,-0.9907371592542473,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.15207792818546295,0.1523097604513168,-0.15320420265197757,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-2.9991040229797363,-3.23516011238098,12.026555061340332,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147595562726,,72577,,1741734306,1534912,"""base_link""",,-0.013217100557051715,0.0201354471296539,-0.1335974175846199,-0.9907429333724932,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.2028529942035675,0.25631555914878845,-0.13361924886703494,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,4.000296115875244,-2.417996168136596,8.628071784973145,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147617221928,,72578,,1741734306,26534912,"""base_link""",,-0.013836629595659,0.020068455372490343,-0.13128106893730973,-0.991045505597953,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.11096157878637314,0.04662001878023144,-0.2658948302268982,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-2.8388166427612305,-3.121175527572631,8.50528335571289,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147643417210,,72579,,1741734306,46534912,"""base_link""",,-0.014474094587849573,0.019110753356957933,-0.13129097344670976,-0.9910540614082006,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.17529189586639404,-0.062472954392433194,-0.2167283296585083,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.4859178960323334,-2.063972949981689,3.107650995254517,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1741821147657107430,,72580,,1741734306,66534912,"""base_link""",,-0.015689857229320696,0.017321738257999982,-0.13060338976010305,-0.9911592599420839,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.35721513628959656,0.09911461919546125,-0.2717859745025635,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.597057044506073,-3.898191213607788,-0.6926869153976436,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
